Source,Core_Anno_AP,Core_ldh_AP,Core_xdh_AP,Core_xdx_AP,Core_BERT_AP,Answer_Anno_AP,Answer_ldh_AP,Answer_xdh_AP,Answer_xdx_AP,Answer_BERT_AP,Gramm_Anno_AP,Gramm_ldh_AP,Gramm_xdh_AP,Gramm_xdx_AP,Gramm_BERT_AP,Interp_Anno_AP,Interp_ldh_AP,Interp_xdh_AP,Interp_xdx_AP,Interp_BERT_AP,Verif_Anno_AP,Verif_ldh_AP,Verif_xdh_AP,Verif_xdx_AP,Verif_BERT_AP
I13T-gNSC-vs_r2-In-N50-VS-N70,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9428571428571428,0.9086689261031365,0.9086689261031365,0.9079315886134066,0.8779852196511988,0.9790890269151139,0.9779998002252006,0.9779998002252006,0.9768790388355605,0.9745685226328128,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9718426501035198,0.9735139479132613,0.9735139479132613,0.9658714473931866,0.9496720423015499
I13U-gNSC-vs_r1-In-N50-VS-N70,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,0.9571428571428572,0.9181618330931451,0.9181618330931451,0.9186182977698877,0.9212784214793905,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0
I13U-gNSC-vs_r2-In-N50-VS-N70,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9571428571428572,0.9231578874071446,0.9231578874071446,0.9271918980868064,0.91675337114526,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0
I14T-gNSC-vs_r1-Di-N50-VS-N70,0.3374306585066987,0.3477422313148606,0.3465646338471294,0.3377690481311709,0.3119508590236162,0.8740121267549957,0.8397100402719797,0.8442871763174958,0.8266678624133887,0.8435317740440931,0.8814353707321783,0.8315727152539129,0.8292458884342596,0.808425211889512,0.8413558125072232,0.5787889806362458,0.6319090211955255,0.6224526285193089,0.7008350276623114,0.7018857838119589,0.6667851393718585,0.7157091472336152,0.7105664094144131,0.7484913059412832,0.7114620426702424
I14T-gNSC-vs_r2-Di-N50-VS-N70,0.3374306585066987,0.3456431769870983,0.3496041150389454,0.3476289819932346,0.31931468693522325,0.8740121267549957,0.8310036601511571,0.8292436659821929,0.8158821965495429,0.8587303679868854,0.8814353707321783,0.8335195612264035,0.8246379424530721,0.8006624204588084,0.8442200223090409,0.5787889806362458,0.6544588923586568,0.6257665876650143,0.7060648414252264,0.6649544784274944,0.6667851393718585,0.7292553462245126,0.7244517072641321,0.752821253069481,0.7041343566127198
I14U-gNSC-vs_r1-Di-N50-VS-N70,0.7003234620600509,0.6515683710837579,0.6544804103796065,0.6563619828937348,0.6478415998028357,0.8194840197610281,0.8469747461798355,0.8597721460514579,0.8321121280194241,0.8138653047722904,0.741455895965667,0.749046652005822,0.7576600792123251,0.7791628136732178,0.7519779456281,0.5141246814747427,0.6687643707059598,0.6661941175586825,0.6755618992188918,0.7236664971640923,0.792506218862808,0.8134663600684557,0.812492197375702,0.808617405427711,0.8135667756258842
I14U-gNSC-vs_r2-Di-N50-VS-N70,0.7003234620600509,0.6493941685581197,0.6514472877003517,0.6582493873422854,0.6479164115164564,0.8194840197610281,0.8415824123962811,0.8449917002068689,0.8361158349469304,0.8192381559747681,0.741455895965667,0.7516504227916845,0.7638843609895525,0.7874244173335061,0.7557505417303472,0.5141246814747427,0.658404505250791,0.6558654037793105,0.6704007109623373,0.694065983821357,0.792506218862808,0.8072612571671995,0.8057973125926583,0.8088032995927019,0.8113321958734852
I15T-gNSC-vs_r1-Tr-N50-VS-N70,0.63869631173979,0.5891297633620288,0.5860191995962927,0.5658005858920733,0.5526248439553373,0.8896483633325738,0.8939690754986048,0.8945985226797761,0.9140590409871319,0.9044576369238234,0.8445175403822021,0.7934234831736102,0.7941984547203389,0.7925440400726333,0.7919696021638254,0.6619961838607323,0.653278263021266,0.650362070018866,0.6602047562287442,0.6420197541711427,0.8507047864098778,0.8247080237642591,0.8228222479021903,0.8294161737276977,0.831506755155113
I15T-gNSC-vs_r2-Tr-N50-VS-N70,0.63869631173979,0.563046480865859,0.5629015533296271,0.5589841823685759,0.5598388808266919,0.8896483633325738,0.8845642290311733,0.8853663358844065,0.9099583107920708,0.8945095183165973,0.8445175403822021,0.7845889337052879,0.784891824587889,0.7867980447916594,0.7866316746032445,0.6619961838607323,0.6441796286019411,0.644695236182766,0.6482831910677626,0.6422812933451599,0.8507047864098778,0.8098274017844663,0.8093623999104034,0.8256678330456292,0.8218864116435992
I15U-gNSC-vs_r1-Tr-N50-VS-N70,0.7215613931523022,0.612960986926842,0.6125411082873093,0.6197852757778614,0.599024861748209,0.851953495222726,0.8248387450833372,0.8248921287902943,0.8672778148266471,0.8422191335000775,0.7387545787545787,0.6510034109429945,0.651167444515281,0.6494057727623502,0.6703854702660662,0.7283317872603589,0.6345394997288891,0.6340949509239462,0.6596024569634131,0.6278610675545981,0.8145942020942021,0.7773682493088506,0.7774453591077888,0.7945593047442344,0.7859703899915108
I15U-gNSC-vs_r2-Tr-N50-VS-N70,0.7215613931523022,0.6067321050090858,0.6067321050090858,0.6178394553299282,0.6074968898742883,0.851953495222726,0.8295277882423276,0.8295277882423276,0.8693921090802562,0.8414365182939978,0.7387545787545787,0.6488406881697458,0.6488406881697458,0.6528396012118526,0.6757061472343175,0.7283317872603589,0.6284606019249548,0.6284606019249548,0.6575266954778477,0.6354411334063549,0.8145942020942021,0.7747611151265608,0.7747611151265608,0.7973765046301617,0.7871512796952326
I16T-gNSC-vs_r1-Tr-N50-VS-N70,0.7384570845514102,0.7677290601346989,0.7631570231886227,0.765768774426794,0.687524557834405,0.7534832451499118,0.6130001138454607,0.6179409035016039,0.7368965208913134,0.7384235934144412,0.6771801916032686,0.6333005134932479,0.6317652747172254,0.6949219341814591,0.6799192910586336,0.8218083716555182,0.8952005733781955,0.8933520882617002,0.8754606039256321,0.8803595802569655,0.8527688959127087,0.9744785280115953,0.9694376115810011,0.9106762633388827,0.923646709585213
I16T-gNSC-vs_r2-Tr-N50-VS-N70,0.7384570845514102,0.7755696997689071,0.7723269081989048,0.763374454931719,0.6998301550984964,0.7534832451499118,0.6054977455713602,0.6158912954725106,0.7409641502845012,0.7244883861144586,0.6771801916032686,0.6270278309940915,0.6328991229001684,0.6885828678442399,0.6538335203874632,0.8218083716555182,0.8963708102680203,0.8888920119987117,0.8620220593813867,0.8679326445686112,0.8527688959127087,0.9644784897349552,0.9592872574351001,0.8884944274371094,0.9048259031012105
I16U-gNSC-vs_r1-Tr-N50-VS-N70,0.7328944044461286,0.6794220747811603,0.6730831168355909,0.6862151979200473,0.6644046342417547,0.8793181177796563,0.8658007480131643,0.8890970149421802,0.8938573816463441,0.8808204494626719,0.7843185550082102,0.7699148227125736,0.7612967847158142,0.6993713844427831,0.7431390131597726,0.8056284764618099,0.7978563427927081,0.7901105571224385,0.7859305781582039,0.7901033262386443,0.8005440348182284,0.8007284422386023,0.7958976200027853,0.7717717870070007,0.7992467600590574
I16U-gNSC-vs_r2-Tr-N50-VS-N70,0.7328944044461286,0.6781435405627397,0.677934629137827,0.6885504002866677,0.661207645415602,0.8793181177796563,0.8803352789777013,0.8906731004351414,0.8934906276572991,0.8796679231392526,0.7843185550082102,0.7506516969229715,0.7383698649493836,0.7000078383404384,0.7366170373022818,0.8056284764618099,0.7953366206048748,0.795818709863136,0.7852952618716271,0.7889167102125669,0.8005440348182284,0.8009739250463922,0.8016622011896036,0.7719025465068303,0.7965921315457523
I17T-gNSC-vs_r1-Di-N50-VS-N70,0.7110644257703082,0.6552008593026408,0.6501317441817678,0.6249770016579825,0.6150481927764454,0.7076479076479076,0.6263936742533627,0.6198814883219054,0.6519062305936949,0.6119801782144423,0.677124183006536,0.5675705968198168,0.5665988008761482,0.5668153975036875,0.5517161539612447,0.7560956200662081,0.7486324901416935,0.7452224236962489,0.7314132563014174,0.6992276552131569,0.7754408320705332,0.7634736223579226,0.7560285888276783,0.7333120190097201,0.7207765186981104
I17T-gNSC-vs_r2-Di-N50-VS-N70,0.7110644257703082,0.6576960448418017,0.644147567879013,0.6407734380512281,0.621495647652871,0.7076479076479076,0.6225949607323724,0.6213526125071338,0.6749833126492666,0.6261707392550414,0.677124183006536,0.5712649858653092,0.573106525405785,0.5881115258554568,0.572653366613056,0.7560956200662081,0.7573884240052791,0.7449204629650923,0.7500535591242721,0.7104704029085518,0.7754408320705332,0.7724083185202075,0.7564489962272863,0.7429610488209722,0.7343711014474955
I17U-gNSC-vs_r1-Di-N50-VS-N70,0.7891016391016391,0.7883739717515752,0.7542821751778083,0.7202966325798452,0.7143403912198658,0.9542999289267946,0.9409223167638899,0.943524421044575,0.9840009492935015,0.9785597903403274,0.8167032967032968,0.766623692981979,0.77987302245073,0.8058529901631695,0.7660340245843609,0.8642007565084489,0.9194837307890367,0.9071913351417811,0.8570617833870671,0.8275702282531248,0.927488524547348,0.963546363920299,0.9573956537439403,0.9264190582004685,0.9041388822329346
I17U-gNSC-vs_r2-Di-N50-VS-N70,0.7891016391016391,0.7886888742314876,0.7657160225927513,0.7185795514681619,0.7230984085248251,0.9542999289267946,0.9387696542626605,0.9391153934499614,0.9853913780894369,0.9786079181056364,0.8167032967032968,0.75949190143238,0.7629500088335204,0.7945426079277774,0.7805283890337595,0.8642007565084489,0.9038763226321718,0.8981820144581532,0.8439914280169406,0.8276538582049784,0.927488524547348,0.9547653458325553,0.9530285613407639,0.9173510006124019,0.904669048508943
I18T-gNSC-vs_r1-In-N50-VS-N70,0.47448179962320236,0.4186242607861643,0.4190311007640235,0.41548390051079687,0.4007228010820481,0.6926250928993517,0.6672203664845515,0.6685475862195022,0.7287809081196472,0.6603509384410441,0.6796450972862262,0.7044405429493381,0.7074826949383153,0.7075413199176522,0.6786359234855599,0.6792551270997383,0.7274575578881798,0.726205490268945,0.7228147173542858,0.6846755686149318,0.47450764743130824,0.41947174066590226,0.42001572867172826,0.4167039280466139,0.40166140496182845
I18T-gNSC-vs_r2-In-N50-VS-N70,0.47448179962320236,0.41696552078065013,0.4161270603599831,0.414661685321469,0.4010188860452306,0.6926250928993517,0.6551323986067348,0.6580855183613424,0.6851072935564664,0.6674598959098356,0.6796450972862262,0.6900779852964605,0.68530090432452,0.6968621672522285,0.6785628441372704,0.6792551270997383,0.7023468748695773,0.6941324476561106,0.6828018753757126,0.681299627554338,0.47450764743130824,0.41778715285228224,0.41723003146295423,0.41506023313380996,0.40188893103292267
I18U-gNSC-vs_r1-In-N50-VS-N70,0.6282124707590545,0.569949928377052,0.5700161133208909,0.5675282610371202,0.5494918028942498,0.7701634355982183,0.7710576385826865,0.7763524698207843,0.7747114411871084,0.8217725790087964,0.8242630385487528,0.8223366355227413,0.830423912036126,0.8214706653018493,0.8514961841241646,0.7966312089032986,0.8069648042164463,0.8083346008345318,0.7857851822710129,0.8090960024553595,0.6124741200828159,0.5463047250141606,0.5457448412845715,0.5499935495820193,0.5268838014196953
I18U-gNSC-vs_r2-In-N50-VS-N70,0.6282124707590545,0.5675170711762006,0.5676294501705673,0.568072478724195,0.5494918028942498,0.7701634355982183,0.7636473113897507,0.7674546472132844,0.7695498374651599,0.8180793971906146,0.8242630385487528,0.8268330639104193,0.8328773839212413,0.8194339246796745,0.8502936829216634,0.7966312089032986,0.8128433406386456,0.8114119683513425,0.7888822304368468,0.8123858130032346,0.6124741200828159,0.546411083647034,0.5468801560243743,0.5494714109019859,0.5267889083900196
I19T-gNSC-vs_r1-Tr-N50-VS-N70,0.8756132756132756,0.8789919232924446,0.8806073604667788,0.9298364918919204,0.8501850464515978,0.7618226600985223,0.8037866154576268,0.7980335863404283,0.8042896229083678,0.7336860552905413,0.7966583124477862,0.8333458818604713,0.8293796857962739,0.7996250034834849,0.8383275312982781,0.9547964113181505,0.9687585356021384,0.9667509434564565,0.9907863179356838,0.9743886256697576,0.8776334776334777,0.9020467056404299,0.8994802866592237,0.9174336169890456,0.8622882210547724
I19T-gNSC-vs_r2-Tr-N50-VS-N70,0.8756132756132756,0.8833437082416121,0.8860677421594321,0.9617786692348677,0.8503944995346848,0.7618226600985223,0.8121284687924064,0.8055387700867688,0.7911740985319571,0.731616309650711,0.7966583124477862,0.8407485563225487,0.8397976174526436,0.8139768531214246,0.8437968841259895,0.9547964113181505,0.9750024809563274,0.9750701444616354,0.9916083394094883,0.9744387122765826,0.8776334776334777,0.9022777376052079,0.8990762886238608,0.922780053627517,0.8624976741378595
I19U-gNSC-vs_r1-Tr-N50-VS-N70,0.9017574465335659,0.9178930353017725,0.9151165282350335,0.9295783887444228,0.9076849067981965,0.9476545842217485,0.9097190782472182,0.9142313023498075,0.9316212343064085,0.8980634733229617,0.8555815768930523,0.8576445656870656,0.8580694937317341,0.8872229870344375,0.804611555094124,0.8757176157176156,0.9229486185395657,0.9206638437591201,0.905851771193702,0.8538664516666865,0.8562094155844155,0.85521931949556,0.853736400397354,0.9027918777369622,0.8454688720398937
I19U-gNSC-vs_r2-Tr-N50-VS-N70,0.9017574465335659,0.911384766529493,0.9113925273967494,0.9247872075478802,0.8998302278479196,0.9476545842217485,0.909919109466821,0.9170643385269496,0.9506429621105834,0.8980733002612012,0.8555815768930523,0.8615278362208274,0.8675496289103333,0.9241946069066785,0.8133434576023973,0.8757176157176156,0.9148986692218,0.9151875619082586,0.9146764458250081,0.854445322303915,0.8562094155844155,0.8538390589760875,0.8534244262124979,0.898162323437152,0.841790597830238
I20T-gNSC-vs_r1-In-N50-VS-N70,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.8732206861239119,0.8423197928714595,0.8400538551750295,0.8283264062185085,0.7995108151170142,0.938592750533049,0.896509971974457,0.8942660860949434,0.8915689695103354,0.8841889681458254,0.9676443524269612,0.9517919324978287,0.9510656505947976,0.9498476052682406,0.963159392266201,0.9676443524269612,0.9517919324978287,0.9510656505947976,0.9498476052682406,0.963159392266201
I20T-gNSC-vs_r2-In-N50-VS-N70,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999,0.8732206861239119,0.8322689525692861,0.8301184149348776,0.8405435081130297,0.7991502587080705,0.938592750533049,0.8932612788795239,0.893136900770071,0.8917484641937808,0.8865936115952449,0.9676443524269612,0.9507404231385992,0.9507001654896459,0.9503887943686795,0.9661116198561097,0.9676443524269612,0.9507404231385992,0.9507001654896459,0.9503887943686795,0.9661116198561097
I20U-gNSC-vs_r1-In-N50-VS-N70,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9428571428571428,0.8690985676195357,0.8665011650221331,0.8765640816015727,0.847846936019393,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9754658385093169,0.9561198438096405,0.9561198438096405,0.956425451875173,0.9472335840791716
I20U-gNSC-vs_r2-In-N50-VS-N70,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,0.9428571428571428,0.8673493598894667,0.8678111203512272,0.8716616909531346,0.8534946946153642,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,0.9754658385093169,0.9563226730170464,0.9564330939970327,0.9493239500778698,0.9475473698805735
I21T-gNSC-vs_r1-Di-N50-VS-N70,0.7732570673996819,0.834421543648929,0.8314913986379164,0.7690086118985281,0.7718085463801905,0.724172432505766,0.7419225066207105,0.7354847097942114,0.7580416389899192,0.7175089670842001,0.7229734771401439,0.7172468881876443,0.7060196710556585,0.7464430033527383,0.7360837653060178,0.7985763018657754,0.8192631258845878,0.8144980269380222,0.7922739542267231,0.7976542975040887,0.7653541561975558,0.7881651556238849,0.7862151729233999,0.75926727192555,0.7636826025386173
I21T-gNSC-vs_r2-Di-N50-VS-N70,0.7732570673996819,0.8200907234888142,0.8156838756205915,0.7734109995447375,0.7652329597791903,0.724172432505766,0.6967522009681038,0.7073678440421021,0.7600030154989303,0.7079299246671158,0.7229734771401439,0.6762274308951498,0.6821206592119624,0.7547860258431438,0.7225267226853516,0.7985763018657754,0.8042650155229889,0.8020657312142914,0.7942191815184475,0.7996682103112207,0.7653541561975558,0.780470781485396,0.77847611528848,0.7630228485170233,0.756897108994014
I21U-gNSC-vs_r1-Di-N50-VS-N70,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999996,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999996,0.3946428571428572,0.5252509304952299,0.5551868222403756,0.4598469100287687,0.4035007607182417,0.9309242822432686,0.9754440798269313,0.9773044024522605,0.9819117415967662,0.9206723531497825,0.9812653473927487,0.9858922233046749,0.9821742662841414,0.9446005694889992,0.9631658762876011
I21U-gNSC-vs_r2-Di-N50-VS-N70,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999996,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999996,0.3946428571428572,0.4809042884459558,0.5288426306110274,0.3834623906913684,0.38149192395419995,0.9309242822432686,0.9780038081022842,0.9824964046042572,0.9710888668286176,0.9138250273911073,0.9812653473927487,0.9781884259797278,0.9772250630796352,0.9446899713966366,0.9632394444008296
I22T-gNSC-vs_r1-Tr-N50-VS-N70,0.600303466283896,0.7276873920279625,0.7116699440988314,0.6257620117201099,0.6225010161328093,0.801094662362347,0.7859922188029823,0.8113585525431927,0.8411524645302175,0.8340344297100974,0.6453313600092185,0.6005767478389015,0.5925541107598713,0.6167554478038674,0.6370719108740227,0.5234478671155203,0.5826632155817144,0.5647243363837542,0.575062959149626,0.5553993959208475,0.909170428715592,0.9431419497735938,0.9387909303541722,0.9373035593267273,0.9318535411346327
I22T-gNSC-vs_r2-Tr-N50-VS-N70,0.600303466283896,0.7555599200831227,0.7183019506124602,0.6242866161684588,0.6221216474415817,0.801094662362347,0.7699686925642651,0.8058259719401579,0.8404800450887815,0.8321747904017434,0.6453313600092185,0.6156691235391201,0.595538770242829,0.6186296984482684,0.6349559179521033,0.5234478671155203,0.6619520417467504,0.5889981961530537,0.5849353574358223,0.5633689490348861,0.909170428715592,0.9423283184264762,0.9358896732406775,0.929983468068717,0.9318437485864657
I22U-gNSC-vs_r1-Tr-N50-VS-N70,0.7460780416006032,0.7736493055621411,0.761532127937554,0.7867040069637835,0.7754878305579921,0.8760213821105365,0.9128296910328142,0.9082987356525802,0.9142761681761384,0.9009078368317824,0.6707801082547533,0.6365997428573206,0.621757931505473,0.6345749714963651,0.610153056097699,0.6084709658157934,0.7549838315174983,0.7292345552030857,0.7106140364311337,0.6920520908087991,0.7411124274080662,0.7506126106705502,0.7361466316284871,0.7358841473344135,0.7245088065353763
I22U-gNSC-vs_r2-Tr-N50-VS-N70,0.7460780416006032,0.7596837357779113,0.7602211426231089,0.7922304425959118,0.777606784096224,0.8760213821105365,0.9151524936487896,0.9090179769657585,0.9206432542623769,0.9099784055026495,0.6707801082547533,0.6504929507872442,0.6394940709411069,0.641492520370547,0.6296079761012934,0.6084709658157934,0.7496791048346638,0.7392919087956132,0.7167891078700276,0.7039764306360377,0.7411124274080662,0.7443646842966015,0.7402812174641721,0.7356636449993669,0.7249650331060749
I23T-gNSC-vs_r1-Di-N50-VS-N70,0.4202286319933378,0.439451472851791,0.43456624110480313,0.4849912807021977,0.354535161848871,0.7356968640758822,0.6899335820090603,0.6891774617292264,0.7570029145481728,0.7789997732234435,0.568434106123989,0.5199573320683417,0.5171814668945287,0.514197140214358,0.5829852623080142,0.5523558049512719,0.6315038331674756,0.6284686380622142,0.663645761575852,0.5660968116696594,0.5385409739223769,0.6222647202209424,0.618439466513957,0.6483154072929143,0.567886023518581
I23T-gNSC-vs_r2-Di-N50-VS-N70,0.4202286319933378,0.44457020519988766,0.44535420006367415,0.4911107634084289,0.3594213981561398,0.7356968640758822,0.6914044571929896,0.6898567649026803,0.7666567942670188,0.7847345369962904,0.568434106123989,0.5216279800483619,0.5207905799200584,0.5143598397314442,0.5762299662276107,0.5523558049512719,0.6352167621851081,0.6343929759494644,0.6603777149162967,0.5670487597816463,0.5385409739223769,0.6298382374647545,0.6270397949985387,0.6595513528161682,0.5709179580930104
I23U-gNSC-vs_r1-Di-N50-VS-N70,0.502181210459933,0.5682158608927661,0.5766846392841671,0.7216344355340852,0.46090077253874595,0.8085546174220373,0.7799270447309298,0.78704947612378,0.8028060149460903,0.854739932481986,0.6597495310138988,0.720456763723415,0.7222926908631684,0.6814151877670066,0.714337390312409,0.7110351175817278,0.7643925315597947,0.7635309504944807,0.7594938512196264,0.710617625102604,0.6016240780140465,0.6815930389889924,0.6868309564166553,0.7906631640087487,0.6176356111824962
I23U-gNSC-vs_r2-Di-N50-VS-N70,0.502181210459933,0.5715888882560034,0.5714612235114812,0.7296534318869783,0.46889696334640635,0.8085546174220373,0.7963529667125715,0.805307836658231,0.8106094705258096,0.8626823702330342,0.6597495310138988,0.7089466032211593,0.730121572935632,0.6854294317504704,0.7105960236333957,0.7110351175817278,0.7415366898907146,0.7510914630399896,0.772236304449091,0.7092318553867341,0.6016240780140465,0.6796772130779918,0.6793974566004953,0.7870879572544478,0.6158439040548683
I24T-gNSC-vs_r1-In-N50-VS-N70,0.7606647337297492,0.6991483784978443,0.7052424125410617,0.7022639455692916,0.6909451184312299,0.8622395525621332,0.8093710200624874,0.8104720750984701,0.8066925145684126,0.8629368480845808,0.9338964956612015,0.9160326602645259,0.9168034743029041,0.9246576562149907,0.9056638762154761,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9287885893422224,0.9428019159294552,0.9430381204252947,0.9169090825441839,0.9359904349322153
I24T-gNSC-vs_r2-In-N50-VS-N70,0.7606647337297492,0.7236353428509614,0.7209062980166534,0.7075156343836853,0.6868931270598371,0.8622395525621332,0.8060731436403062,0.8047838368331725,0.80920909011453,0.8670611515117413,0.9338964956612015,0.912076952454978,0.9145377173418616,0.9269433155268499,0.9165956473779775,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9287885893422224,0.9503311349356012,0.9493615163189237,0.9289256115167331,0.9368369495506701
I24U-gNSC-vs_r1-In-N50-VS-N70,0.7569786535303777,0.7563280620464918,0.7492861702828237,0.7458461805641592,0.6688972587466573,0.8964271625810087,0.8897750471471739,0.8865747300810314,0.8765697919564588,0.9163292603594178,0.8742817078754579,0.8547482977169295,0.8426556300830315,0.838950749383054,0.8425402134754142,0.9077005084467771,0.9039070156399623,0.8999067791722001,0.9157338998882955,0.9053923429442691,0.8647664835164836,0.8297847587663769,0.8262171770391074,0.8396139457100782,0.8191140583432021
I24U-gNSC-vs_r2-In-N50-VS-N70,0.7569786535303777,0.7387344987357432,0.7343206224865556,0.7595009539376041,0.6716165968414809,0.8964271625810087,0.8883800200608454,0.8829673915102918,0.8713283212079643,0.9147959874642522,0.8742817078754579,0.8549317262419932,0.8442029689236513,0.8376907345081758,0.8458527025416847,0.9077005084467771,0.9032288402497344,0.9016165890892043,0.9178517474659426,0.9038185716215761,0.8647664835164836,0.8319087214932296,0.8327272734138227,0.8454889654959942,0.8200177625552302
I25T-gNSC-vs_r1-Tr-N50-VS-N70,0.7057597574838954,0.7302652809158795,0.7254977279622452,0.6654807588468141,0.6532910724234031,0.8400072150072151,0.7497625975216278,0.7489253067998604,0.8165839243545532,0.8251817281551596,0.8242644361288428,0.7863604202001764,0.7901351429890668,0.8025489307150748,0.8235354832184703,0.8607551539369722,0.9077280764188018,0.9072669379479076,0.8629473202104262,0.8598272562145045,0.5699023199023199,0.5283747568404511,0.5304422543502398,0.5320091522155187,0.5050802322329914
I25T-gNSC-vs_r2-Tr-N50-VS-N70,0.7057597574838954,0.7593351848640044,0.7533273509730071,0.6543066679168719,0.6526270462674366,0.8400072150072151,0.7509381913983006,0.7498248683122113,0.821119219591068,0.8188479468400374,0.8242644361288428,0.8127558450239896,0.8169420630395087,0.8000537701229754,0.8196495221957709,0.8607551539369722,0.9215954103737525,0.9225319116207504,0.852330411252622,0.8618903624264362,0.5699023199023199,0.5209580208437851,0.5207155549913041,0.5326264832287899,0.5031344073585282
I25U-gNSC-vs_r1-Tr-N50-VS-N70,0.7218687450150983,0.7618027495947299,0.7590142541085543,0.7149732247462778,0.6845969093412504,0.956737998843262,0.9214034475476465,0.9237684750810735,0.934920398327215,0.9363764689190386,0.860444409971117,0.8348991854816754,0.8312819044200666,0.8237214555925075,0.8452219267023625,0.8800439372598692,0.8311233489860517,0.8321221953602933,0.8113188225797301,0.8416853245766054,0.528012499509209,0.6104080463805779,0.6116126680580708,0.6095726783688992,0.5109534787379624
I25U-gNSC-vs_r2-Tr-N50-VS-N70,0.7218687450150983,0.76429664546892,0.7578372034386294,0.6854481733099764,0.6831203624997058,0.956737998843262,0.9434246424258124,0.9257117982957049,0.9416508167503395,0.9351086600421852,0.860444409971117,0.8507473929379011,0.8563662263936891,0.8241901006688542,0.8573051940474093,0.8800439372598692,0.8291370952851804,0.8400378853746696,0.8149192915914892,0.8446806287463717,0.528012499509209,0.5610784121329413,0.601195702812859,0.5828444886285519,0.5059631298507229
I26T-gNSC-vs_r1-Di-N50-VS-N70,0.4327541739306446,0.38656219467136693,0.4011798481993758,0.4143773836682157,0.4334991483488054,0.839365372497227,0.835993770974506,0.8331697358888218,0.7843978361686497,0.8394010518898333,0.643226567550097,0.6352963513965502,0.6440440483510537,0.6755314078600883,0.660761201911167,0.7199261751043906,0.7391713769791516,0.7407862514426362,0.7950471439103936,0.7756487261396721,0.7460035335035333,0.7809002001563525,0.7845840129824287,0.8232653870549238,0.7927452842740703
I26T-gNSC-vs_r2-Di-N50-VS-N70,0.4327541739306446,0.38125712434308573,0.3810749090359396,0.4317574231340229,0.4702373515032284,0.839365372497227,0.825072043428788,0.8136378393332715,0.8083215403768191,0.840376877613892,0.643226567550097,0.6237494991985033,0.6205212326527655,0.6714517065267416,0.6791179810038034,0.7199261751043906,0.7251279258830717,0.7197217894457778,0.8399886802320737,0.8175475564504743,0.7460035335035333,0.7737844021134437,0.7696823577620568,0.8720438037461746,0.8123509283270478
I26U-gNSC-vs_r1-Di-N50-VS-N70,0.41731601731601725,0.2880266739752426,0.2877707293859371,0.305247067446502,0.29748036707032943,1.0,1.0,1.0,1.0,0.9999999999999998,0.6777777777777778,0.7094315842206296,0.6956478265622184,0.7093516442263185,0.7402768375805627,0.756156629318394,0.809821168791212,0.7925765238619947,0.808830886432973,0.800295339026267,0.7887141953555615,0.854046431179341,0.8432179693715253,0.8505218154291756,0.8533801309660682
I26U-gNSC-vs_r2-Di-N50-VS-N70,0.41731601731601725,0.2868457993829831,0.2875320731455244,0.319990071667981,0.3002302436271192,1.0,1.0,1.0,1.0,0.9999999999999998,0.6777777777777778,0.6918730216321287,0.6943997727606175,0.7135307578946625,0.7374382479055039,0.756156629318394,0.8166779505919554,0.820602419958552,0.8071670842630704,0.7985308584187816,0.7887141953555615,0.8483608670052651,0.8486784518070267,0.8477471511907507,0.8514409268588435
I27T-gNSC-vs_r1-In-N50-VS-N70,0.9999999999999999,0.9999999999999998,0.9999999999999998,1.0,1.0,0.9387445887445888,0.9212692871391931,0.9209496608560779,0.9256824665523724,0.9146485904682986,0.9871635610766046,0.9634961674483244,0.9633433027042259,0.9581188957667051,0.9787665859080976,0.9770703933747413,0.9514188727623343,0.9512660080182357,0.9508725189551108,0.9482852717311314,0.9436624649859943,0.9598011093657808,0.9594908838556984,0.9580037237448658,0.9495148687873487
