Source,ldh_spear,ldh_p,xdh_spear,xdh_p,xdx_spear,xdx_p,BERT_spear,BERT_p
I04T-gNSC-r2-In-N14-VS-N70,0.12449720233200247,0.30448404805181856,0.1520865182015392,0.2088036242464341,0.14763960617193184,0.22257962370280035,0.5442152294403559,1.1182186522930156e-06
I04U-gNSC-r1-In-N14-VS-N70,-0.06634865483115597,0.5852588349794727,-0.0899035245727571,0.4592126666576328,-0.05625371065618407,0.6436909329581155,0.3434783696613592,0.003601244940739325
I04U-gNSC-r2-In-N14-VS-N70,0.17159576303217655,0.15549636620142845,0.38999037052767405,0.000845843292202963,0.15005256694863145,0.2150276633677673,0.3108732515702022,0.008809302624626425
I05T-gNSC-r1-Di-N14-VS-N70,0.6479976261782154,1.3285987832903513e-09,0.6610933183985329,4.702018813999417e-10,0.7196447934024665,2.230391111718103e-12,0.6656446148908525,3.237756626451786e-10
I05T-gNSC-r2-Di-N14-VS-N70,0.6384146944496426,2.753966800381901e-09,0.668203736271137,2.6175416200841166e-10,0.701949169981671,1.287254097454134e-11,0.6616311560805349,4.5007067209961064e-10
I05U-gNSC-r1-Di-N14-VS-N70,0.2299883323055837,0.055449856654615895,0.21970442654461345,0.06762758878170909,0.3107584150376288,0.008835642765099672,0.42256737636589603,0.00026836082602169976
I05U-gNSC-r2-Di-N14-VS-N70,0.2831172384323994,0.0175541603207683,0.24586313316978156,0.040207808767374634,0.34389356913823405,0.003558254785572865,0.33773280479879864,0.004245396472383645
I06T-gNSC-r1-Tr-N14-VS-N70,0.3851695370969931,0.0009928040887707279,0.3778244731788859,0.0012614421520509528,0.538116394479649,1.5518442419084024e-06,0.5526335273880038,7.037393042758411e-07
I06T-gNSC-r2-Tr-N14-VS-N70,0.4986356901366893,1.117085961340554e-05,0.4869780624361858,1.911822011725737e-05,0.4671788867868912,4.558568054915565e-05,0.6205031936368882,1.0071724831810581e-08
I06U-gNSC-r1-Tr-N14-VS-N70,0.1904691259729128,0.11424849936432975,0.19172568680015545,0.11183515143165154,0.2567664873747461,0.0318972102074612,0.24787548029218606,0.038551545623138686
I06U-gNSC-r2-Tr-N14-VS-N70,0.2223416918595572,0.06431649765969691,0.27145554115274906,0.023018277786862367,0.40199785804494254,0.0005615349683979778,0.24376000434845743,0.04200141145553359
I07T-gNSC-r1-In-N14-VS-N70,0.4709269741061207,3.88295117922128e-05,0.4709269741061207,3.88295117922128e-05,0.4772733819349653,2.9466724412677612e-05,0.555719585822024,5.919658671428379e-07
I07T-gNSC-r2-In-N14-VS-N70,0.5187757805192483,4.209301331646321e-06,0.5187757805192483,4.209301331646321e-06,0.5137182793348389,5.410042008780366e-06,0.4527908494214153,8.295757764144628e-05
I07U-gNSC-r1-In-N14-VS-N70,0.5558487501766459,5.876737364440838e-07,0.5447225460637107,1.0878310652250127e-06,0.5086684331070382,6.923091953425972e-06,0.5649398890825007,3.4938657518027285e-07
I07U-gNSC-r2-In-N14-VS-N70,0.39884769331053815,0.0006261794103085979,0.4020265796693572,0.0005609746143655193,0.5651183171284009,3.4578502854609426e-07,0.46969866124182197,4.093382547103276e-05
I08T-gNSC-r1-Di-N14-VS-N70,0.2787002526809709,0.019476410085928115,0.2837637371301965,0.017286926089785642,0.4323877305606288,0.00018546400893437837,0.30293607678867274,0.010799749184979408
I08T-gNSC-r2-Di-N14-VS-N70,0.15489680293325306,0.2004155631621426,0.2736194198204048,0.0219072227938974,0.2360719086658021,0.04913013894277391,0.4581863135257927,6.648207434061163e-05
I08U-gNSC-r1-Di-N14-VS-N70,0.281010626326034,0.018449645855202583,0.32176845791409403,0.00660200456664389,0.38664073384541947,0.0009456764551576972,0.35384225711728107,0.0026556597302521017
I08U-gNSC-r2-Di-N14-VS-N70,0.3286798566582072,0.005468572367218705,0.3944306367240978,0.0007282398679315687,0.36689131247469503,0.0017836043223282993,0.4989181378143177,1.1023667517788822e-05
I09T-gNSC-r1-Tr-N14-VS-N70,0.7063044330823165,8.462536720216245e-12,0.7346027898873023,4.551649482123304e-13,0.7755468070861671,3.2064860947286008e-15,0.730322224852145,7.250276990822439e-13
I09T-gNSC-r2-Tr-N14-VS-N70,0.7462550544540612,1.2233951818714112e-13,0.7555714964002948,4.061233438973977e-14,0.7758958380524524,3.0603124434179515e-15,0.6776363145374817,1.1736947588859887e-10
I09U-gNSC-r1-Tr-N14-VS-N70,0.17249753653456007,0.1533031997564134,0.1936995010489511,0.10812388015087253,0.18336611640213135,0.12865112558680236,0.6326945660112903,4.204721428691187e-09
I09U-gNSC-r2-Tr-N14-VS-N70,0.4567314186114658,7.059770819617771e-05,0.4765749866456038,3.03832961881393e-05,0.2051856138635435,0.08838528667999469,0.6667520225813937,2.953873701738445e-10
I10T-gNSC-r1-In-N14-VS-N70,0.628800694849885,5.5808266070621966e-09,0.6398523273251715,2.4726890987127355e-09,0.6105379530119055,2.00129818894358e-08,0.516403079387156,4.737616866058724e-06
I10T-gNSC-r2-In-N14-VS-N70,0.6327856584828008,4.176765781929987e-09,0.6473971918034919,1.3917345973236595e-09,0.6105379530119055,2.00129818894358e-08,0.5097094679184839,6.5820460457905e-06
I10U-gNSC-r1-In-N14-VS-N70,0.5000565022790651,1.0448583697423007e-05,0.5021376286523546,9.468964729491693e-06,0.4578782301931626,6.733459910169604e-05,0.5572524984599806,5.428794653399377e-07
I10U-gNSC-r2-In-N14-VS-N70,0.15635802239787372,0.1961504594860851,0.15007301413768367,0.21496445005452208,0.1884270123736007,0.11825581770893248,0.563333512005844,3.834431686094268e-07
I11T-gNSC-r1-Di-N14-VS-N70,0.19423744281243574,0.10712912767509764,0.2285189299675749,0.05707164490471685,0.1273252271115969,0.29354319235241805,-0.1266938759854085,0.29596306671363304
I11T-gNSC-r2-Di-N14-VS-N70,0.2040682660630104,0.09017079909973956,0.2885575648673072,0.01541202122033312,0.1333605632131426,0.2710668013077229,-0.17960469943064988,0.13681653591489057
I11U-gNSC-r1-Di-N14-VS-N70,0.17042992424303746,0.15836615642363602,-0.08084514653734046,0.5058520459985245,0.07725535005115633,0.5249866471849828,-0.0031137066438551375,0.979590644827502
I11U-gNSC-r2-Di-N14-VS-N70,0.07164146789311876,0.5556190743539883,-0.08753093647470207,0.4711957707554414,0.1008019158518297,0.4063682380282665,0.3039136344613766,0.010535186691784703
I12T-gNSC-r1-Tr-N14-VS-N70,0.4743421575141836,3.349439905907138e-05,0.5344150599510976,1.8874265765808327e-06,0.5254502355245964,3.0037864851478567e-06,0.7556201056394797,4.037415029074016e-14
I12T-gNSC-r2-Tr-N14-VS-N70,0.5411065078483904,1.322576599354649e-06,0.5136758608591676,5.421349500779874e-06,0.16370455705139772,0.17569033152781982,0.7396875178940987,2.587598916588572e-13
I12U-gNSC-r1-Tr-N14-VS-N70,0.4402984222944313,0.00013658546423859106,0.4250168056756288,0.0002449925026833603,0.2209582423767742,0.0660367178239568,0.4469744195547269,0.00010488747936001044
I12U-gNSC-r2-Tr-N14-VS-N70,0.4044933323845137,0.0005147054066617986,0.4147891248309426,0.00035677036274746045,0.2135266710274988,0.07592162049999772,0.4929595400925475,1.4547069944816948e-05
I13T-gNSC-r1-In-N14-VS-N70,0.3694958779962601,0.0016441089076168658,0.3694958779962601,0.0016441089076168658,0.4043762888791071,0.0005168196980877554,0.3709752253726149,0.0015693234611174709
I13T-gNSC-r2-In-N14-VS-N70,0.4001841901905676,0.0005979688230429508,0.3658412278575334,0.00184278972985028,0.4043762888791071,0.0005168196980877554,0.36113768096419435,0.0021301212490409784
I13U-gNSC-r1-In-N14-VS-N70,0.2762536368153681,0.020616541880768856,0.2762536368153681,0.020616541880768856,0.2762536368153681,0.020616541880768856,0.2415420572912659,0.043964139796333436
I13U-gNSC-r2-In-N14-VS-N70,0.28347595411773063,0.017405449062888087,0.28347595411773063,0.017405449062888087,0.2401420503035552,0.0452415804599682,0.23801589587095545,0.047239978954034534
I14T-gNSC-r1-Di-N14-VS-N70,0.2292672586215049,0.056240954781613735,0.1944373625871117,0.10676125163988982,0.14554427533312894,0.2292864691311897,0.6688801013633304,2.473629155193262e-10
I14T-gNSC-r2-Di-N14-VS-N70,-0.03275528570394187,0.7877849070328378,0.3663378109292514,0.0018145846803765875,0.21532820654256754,0.07342323678089832,0.611462912841964,1.8796070694358502e-08
I14U-gNSC-r1-Di-N14-VS-N70,0.349206102121906,0.00304710571503256,0.35278819479048096,0.0027404799602899804,0.2627788728192121,0.027966205563258142,0.18555140244703494,0.12408037669843296
I14U-gNSC-r2-Di-N14-VS-N70,0.3817415328453261,0.0011109670569141674,0.37966619421201697,0.0011885399826846573,0.371321115994296,0.0015522854896198445,0.27520023900823626,0.02112467602086866
I15T-gNSC-r1-Tr-N14-VS-N70,0.7272304809680271,1.0092972973248969e-12,0.7367809658099589,3.579228602364368e-13,0.7462836371275929,1.219352416595535e-13,0.742287301708325,1.9287955969304467e-13
I15T-gNSC-r2-Tr-N14-VS-N70,0.7298128009038284,7.658808836150428e-13,0.7275174054053384,9.789686380589314e-13,0.7287404176685601,8.592141460169159e-13,0.7320339247489508,6.025145068781687e-13
I15U-gNSC-r1-Tr-N14-VS-N70,0.6479481429519189,1.3336970204524924e-09,0.6583200937267496,5.883875386123313e-10,0.6558771430976793,7.155006484370766e-10,0.6632954228700896,3.928541395553808e-10
I15U-gNSC-r2-Tr-N14-VS-N70,0.7082152185826616,7.0231944105562506e-12,0.7080658691059466,7.126665305344855e-12,0.4395840432107405,0.00014045468610608634,0.6349631200657982,3.558812961207704e-09
I16T-gNSC-r1-Tr-N14-VS-N70,0.2383343949877453,0.04693607612579121,0.2493507516257289,0.03737367306871835,0.263068602479441,0.027787578831009664,0.5296163947013852,2.424416950804718e-06
I16T-gNSC-r2-Tr-N14-VS-N70,0.06533648702952106,0.5910077113798977,0.13424016444536654,0.26789003456718635,0.28414231196906026,0.017132065133483598,0.5495690530157444,8.341785794795216e-07
I16U-gNSC-r1-Tr-N14-VS-N70,0.29841024178276765,0.012101228188971979,0.2999827822331553,0.01163439339366007,0.4778367972164129,2.874609261087515e-05,0.5826223103744251,1.2138705432035192e-07
I16U-gNSC-r2-Tr-N14-VS-N70,0.3512818859610968,0.0028658920158055943,0.3932420499809522,0.0007581697936356031,0.5276998273654302,2.676531744792264e-06,0.6621686062124219,4.307766821371859e-10
I17T-gNSC-r1-Di-N14-VS-N70,0.6576295048440183,6.219500615648002e-10,0.6658044859107022,3.195223878682157e-10,0.6067487028207457,2.5823592583034717e-08,0.7015352339113146,1.3390839330202815e-11
I17T-gNSC-r2-Di-N14-VS-N70,0.5474539985899802,9.371315514221771e-07,0.470185903431781,4.008674883870036e-05,0.4688932396578481,4.237055057206906e-05,0.5822435768452867,1.2424886473234124e-07
I17U-gNSC-r1-Di-N14-VS-N70,0.42313912170021023,0.00026273045868155967,0.4088132082586376,0.00044197161325629355,0.4121701796065231,0.0003920677128889401,0.4520827063607718,8.53801140719175e-05
I17U-gNSC-r2-Di-N14-VS-N70,0.4074216784498224,0.00046430625429062414,0.4099538064625845,0.00042440048301372886,0.3122300890123136,0.00850323811556845,0.3727407432154798,0.0014840878595929917
I18T-gNSC-r1-In-N14-VS-N70,0.8243322704043387,1.8288094587675087e-18,0.8208432974988497,3.35787940188126e-18,0.8452700208508359,3.517360786162608e-20,0.8847963505883607,3.0505897019547462e-24
I18T-gNSC-r2-In-N14-VS-N70,0.8446757585030225,3.966036276224534e-20,0.8358474550771976,2.2293987080254958e-19,0.8598243390906518,1.5719249542858354e-21,0.878877918299879,1.5152873573583548e-23
I18U-gNSC-r1-In-N14-VS-N70,0.8666763753178995,3.2165349630469043e-22,0.9011277678233508,2.2222334501065382e-26,0.900717883681911,2.5402933831881535e-26,0.8795372928977461,1.27279399633593e-23
I18U-gNSC-r2-In-N14-VS-N70,0.8953996185956924,1.369331809280602e-25,0.8941034680405291,2.03639798277775e-25,0.8926068864236061,3.1997249248013824e-25,0.8773738882933079,2.2470589450277355e-23
I19T-gNSC-r1-Tr-N14-VS-N70,0.04290342842133326,0.7243470701976393,0.02166777464156543,0.8586897543855521,-0.07671174156102177,0.5279154813840454,0.517079694887602,4.580954699838213e-06
I19T-gNSC-r2-Tr-N14-VS-N70,-0.023519721192126572,0.8467524985456663,-0.047101173935938524,0.6986110413427232,0.0937290726422892,0.4402477182442087,0.5023992635881803,9.352067121357601e-06
I19U-gNSC-r1-Tr-N14-VS-N70,0.3305026125642764,0.0051998740251025894,0.2220711543006081,0.0646500161003952,0.17153813791921066,0.1556373012886339,0.47350596342170514,3.4733769023167745e-05
I19U-gNSC-r2-Tr-N14-VS-N70,0.3399894713000293,0.003981127135094081,0.3729312772618648,0.0014751432045590179,0.15847582991118905,0.19008487993535134,0.5041438838725386,8.60636945734756e-06
I20T-gNSC-r1-In-N14-VS-N70,0.43470840171522107,0.00016967675557121923,0.4346629610208289,0.00016997363878534831,0.42282119465725776,0.0002658477960579463,0.4856057220429324,2.034056188141012e-05
I20T-gNSC-r2-In-N14-VS-N70,0.341209212591902,0.0038444559439467217,0.34126271742132297,0.0038385573530799783,0.3927090065259228,0.0007719515467005348,0.4338670036546942,0.00017525203171595715
I20U-gNSC-r1-In-N14-VS-N70,0.4098134727449498,0.00042652740144964236,0.4163171623918091,0.00033754283824415066,0.3772309616591131,0.0012857812119761454,0.4068914519356507,0.00047308402945151417
I20U-gNSC-r2-In-N14-VS-N70,0.4163214427379076,0.0003374903355649235,0.4162743661908313,0.00033806818686093814,0.3772309616591131,0.0012857812119761454,0.4068914519356507,0.00047308402945151417
I21T-gNSC-r1-Di-N14-VS-N70,0.24152161847141404,0.0439825727895596,0.2412729130937652,0.04420738221877616,0.3003143749046479,0.011537973835371841,0.6075613371127474,2.445666747422655e-08
I21T-gNSC-r2-Di-N14-VS-N70,0.2452904615019395,0.04068978756094061,0.2453095926848356,0.04067360919391004,0.225128167331769,0.0609615131069437,0.44918347698974914,9.599550022495786e-05
I21U-gNSC-r1-Di-N14-VS-N70,-0.3146164733231275,0.007987441881769912,-0.10331642778076583,0.3947005186865597,-0.00901549254445252,0.9409528143620908,-0.21230424904513695,0.07765516908956982
I21U-gNSC-r2-Di-N14-VS-N70,-0.1602800798544854,0.18502489635593408,-0.19957223482130174,0.09764384748956847,0.04655345043971722,0.7019506679362469,-0.08589895731680645,0.47953520421097817
I22T-gNSC-r1-Tr-N14-VS-N70,0.1691920947564063,0.16145587318298138,0.05087391388814358,0.6757652575238664,0.35327129264791207,0.0027013093500305825,0.5985706913937262,4.4265946234424015e-08
I22T-gNSC-r2-Tr-N14-VS-N70,-0.026076698289119942,0.8303276558578673,0.03345199795437858,0.7833799997535466,0.31370360642163897,0.008181421639029652,0.5249554949698283,3.0806221789412797e-06
I22U-gNSC-r1-Tr-N14-VS-N70,0.08731495022766321,0.4722949517717116,0.2172004401734154,0.07089692097877208,0.16535404327793302,0.17131870100515886,0.48322682223113267,2.26332790655038e-05
I22U-gNSC-r2-Tr-N14-VS-N70,0.1317169943249158,0.2770701043182122,0.24561696237897934,0.04041441068962155,0.13615298375479098,0.2610683392251162,0.3826333854572319,0.0010790602679175045
I23T-gNSC-r1-Di-N14-VS-N70,-0.0011773366549782732,0.9922822279333524,0.02665062064450819,0.8266507200068711,0.08097940562087469,0.5051434376721964,0.6653273971976061,3.3237550042282506e-10
I23T-gNSC-r2-Di-N14-VS-N70,-0.04316901068253669,0.7227093930991073,-0.03606931388433437,0.7668938604687626,0.1280520350281565,0.29077356180603176,0.6814339530451554,8.426940294093688e-11
I23U-gNSC-r1-Di-N14-VS-N70,-0.15801363825386788,0.19139697104899872,-0.1732811722202889,0.1514161017248139,0.013273523913375369,0.9131553510143972,0.6832958168430788,7.150568458403821e-11
I23U-gNSC-r2-Di-N14-VS-N70,0.03354113555541607,0.7828169207473441,-0.05170850924352207,0.6707496935377735,0.01581791254556394,0.8965922699861697,0.6251668312527254,7.243008943985321e-09
I24T-gNSC-r1-In-N14-VS-N70,0.5839167481287719,1.1206933201759066e-07,0.5841635522609884,1.1037134402650184e-07,0.4694426776951862,4.138547948977989e-05,0.4422204735960104,0.0001266572748393044
I24T-gNSC-r2-In-N14-VS-N70,0.6375169959734756,2.9447731389034256e-09,0.6295609921663718,5.282311573666959e-09,0.6673786309409239,2.803932531379715e-10,0.6097975176681872,2.1040613197045796e-08
I24U-gNSC-r1-In-N14-VS-N70,0.3451577040575209,0.003430161558832457,0.3675662199087838,0.0017464722701293776,-0.03699557848136965,0.7610836500061845,0.5513991972910506,7.537806267449551e-07
I24U-gNSC-r2-In-N14-VS-N70,-0.07236111207970006,0.5516451118284038,0.007376995175992724,0.9516699233063196,0.05492207168253708,0.6515727968829046,0.547244365664168,9.479624245237238e-07
I25T-gNSC-r1-Tr-N14-VS-N70,0.5401334618243737,1.3934369897769777e-06,0.498635106553098,1.1171165626190069e-05,0.08236057705327145,0.4978835219395855,0.7369409627085727,3.5162670405482775e-13
I25T-gNSC-r2-Tr-N14-VS-N70,0.04462682839567125,0.7137422388156285,0.04079097941407266,0.7374165968607753,0.07545665771373099,0.5347085323126384,0.773342562838309,4.297034752153371e-15
I25U-gNSC-r1-Tr-N14-VS-N70,0.023830754896073728,0.8447509329706134,-0.007079630111211434,0.9536159057328236,0.32862211818168285,0.005477280381564087,0.7251259041274459,1.260961230337138e-12
I25U-gNSC-r2-Tr-N14-VS-N70,0.208283712577776,0.08358005697223624,0.1588294023624814,0.18908552429961006,0.564474624798869,3.5894503449099176e-07,0.737674344950295,3.2410145814147927e-13
I26T-gNSC-r1-Di-N14-VS-N70,0.6066943875915403,2.5917492499592027e-08,0.5573316081545744,5.404533489903358e-07,0.449497826989376,9.478830145724915e-05,0.539962295379881,1.4062651331922818e-06
I26T-gNSC-r2-Di-N14-VS-N70,0.546440369222818,9.906034668615422e-07,0.5219305661873396,3.5919694380156663e-06,0.3547630871682168,0.0025834887211119224,0.48861901280303893,1.7746465183945193e-05
I26U-gNSC-r1-Di-N14-VS-N70,0.406297103942321,0.0004831030119941667,0.43188379527097776,0.00018906585514929242,0.3803196874967588,0.0011636014817031613,0.5831555085263437,1.1746354495959284e-07
I26U-gNSC-r2-Di-N14-VS-N70,0.3887685714913028,0.0008810937543412431,0.3938600387019887,0.0007424716010392159,0.15965254701043818,0.1867736285745861,0.5812923918856845,1.3172017156743354e-07
I27T-gNSC-r1-In-N14-VS-N70,0.4129589819923723,0.0003811146512085946,0.4157437076443272,0.00034464475183664667,0.4374267735075128,0.00015275974874263897,0.49597046474401313,1.2652980745077166e-05
I27T-gNSC-r2-In-N14-VS-N70,0.44791084035330736,0.00010102926026922014,0.4475638378429624,0.00010244343573162954,0.4454771472544383,0.00011133985996151605,0.43389911068290965,0.00017503623031093143
I27U-gNSC-r1-In-N14-VS-N70,0.4442694541400421,0.00011680886986594837,0.4442694541400421,0.00011680886986594837,0.4177081733445466,0.00032086854565374217,0.4603878015672706,6.0674700856142106e-05
I27U-gNSC-r2-In-N14-VS-N70,0.4471091217087913,0.00010432423761134916,0.44676282078577306,0.00010577792225903309,0.43737806577198,0.00015304869131566062,0.3612405515689221,0.002123430343652269
I28T-gNSC-r1-Di-N14-VS-N70,0.26704214409191696,0.02543323131216674,0.3701026591333781,0.0016130549385757935,0.17787339473296587,0.14070374058146656,0.4530345061343894,8.213882806350664e-05
I28T-gNSC-r2-Di-N14-VS-N70,0.25122578828855696,0.03591999039478168,0.2344130527124388,0.05079172679512007,0.16063553500990338,0.1840396270945066,0.5287638372413467,2.5336824751132856e-06
I28U-gNSC-r1-Di-N14-VS-N70,0.21315307057351213,0.07644812576994696,0.2692057634874917,0.024223810309652632,0.2851223076088026,0.016736701074291798,0.19874225432845558,0.09907484527134547
I28U-gNSC-r2-Di-N14-VS-N70,0.16585630915775762,0.17000349708341175,0.1084777969632897,0.3713805845997065,0.11155198524245197,0.3578969526446821,0.3864729392982142,0.0009509472048730654
I29T-gNSC-r1-Tr-N14-VS-N70,0.31030879150035084,0.008939436289993141,0.3322107372974172,0.004958728462019882,0.3838393993255052,0.0010372319460070633,0.6154830477389353,1.4276747585177638e-08
I29T-gNSC-r2-Tr-N14-VS-N70,0.3766615331570004,0.001309530141250387,0.3982455402302396,0.0006392807243166124,0.3608324544873493,0.002150085145948794,0.6174123442457404,1.2494297973450303e-08
I29U-gNSC-r1-Tr-N14-VS-N70,0.17079094045035648,0.15747333134058425,0.16970224847924598,0.16017714293131727,0.3379147079453933,0.00422353240670358,0.5109797441162025,6.187180061393632e-06
I29U-gNSC-r2-Tr-N14-VS-N70,0.4441863242130944,0.00011719428360780711,0.4029306284657482,0.0005435948732292435,0.4318860149254597,0.00018904985036652925,0.5771966377713896,1.6901836940049195e-07
I30T-gNSC-r1-In-N14-VS-N70,0.5406855053951075,1.3528091892020997e-06,0.542573908911622,1.2220920867951359e-06,0.2809068651232731,0.018494745005912992,0.48010727691057276,2.6004817733153435e-05
I30T-gNSC-r2-In-N14-VS-N70,0.5269193174413851,2.7860857471289137e-06,0.2355578125600167,0.049640243479355334,0.2357493897283588,0.04944964845406796,0.4748346412382613,3.2783804478099426e-05
I30U-gNSC-r1-In-N14-VS-N70,0.092771365448064,0.4449538300192867,0.09034932821722057,0.456979851650888,0.07655105550817308,0.5287827763294636,0.21032409205001315,0.08053001694937309
I30U-gNSC-r2-In-N14-VS-N70,0.15045988858269874,0.2137708790900032,0.1479277587504533,0.22166814424452397,0.1670104763267956,0.16700932812319755,0.2693694718018722,0.02413431843313313
