Source,ldh_spear,ldh_p,xdh_spear,xdh_p,xdx_spear,xdx_p
I13U-gNSC-r1-In-N14-VS-N70-W,0.27986479546654935,0.018952928666793094,0.27986479546654935,0.018952928666793094,0.2762536368153681,0.020616541880768856
I13U-gNSC-r2-In-N14-VS-N70-W,0.29792058872245575,0.012249865018503803,0.29792058872245575,0.012249865018503803,0.24375320895473648,0.04200731228876247
I14T-gNSC-r1-Di-N14-VS-N70-W,0.24620338423904337,0.03992369123487758,0.25806753925279546,0.031009435063900727,-0.17920371661280224,0.13770955044193056
I14T-gNSC-r2-Di-N14-VS-N70-W,0.042615193569575834,0.7261258279428042,0.48352195283998545,2.2336320350574197e-05,0.21149762734530225,0.07881621983638519
I14U-gNSC-r1-Di-N14-VS-N70-W,0.34638627956737333,0.0033096202481186694,0.279417938979928,0.019152358127333256,0.2847765264318811,0.016875297576106025
I14U-gNSC-r2-Di-N14-VS-N70-W,0.23232807239364658,0.052945122939290115,0.24924918880801056,0.03745379050765497,0.17632465981231354,0.14425087128194256
I15T-gNSC-r1-Tr-N14-VS-N70-W,0.7380106419698642,3.1218237826766053e-13,0.7387894368711374,2.861732534629447e-13,0.7159109137183796,3.264279857388831e-12
I15T-gNSC-r2-Tr-N14-VS-N70-W,0.741207799985618,2.1800068117141158e-13,0.7474791484011354,1.061283467308071e-13,0.753579648958686,5.1621114977992276e-14
I15U-gNSC-r1-Tr-N14-VS-N70-W,0.4745701016047502,3.316374408971262e-05,0.47544510156723596,3.1922415359403234e-05,0.6773400409558624,1.2041786006382496e-10
I15U-gNSC-r2-Tr-N14-VS-N70-W,0.47774997951719844,2.8856058300177558e-05,0.48253046711712033,2.334856450176242e-05,0.6707902301780669,2.1068454691689043e-10
I16T-gNSC-r1-Tr-N14-VS-N70-W,0.2785920777459616,0.019525657400199212,0.32870870701348515,0.005464225787093889,0.20397397705842638,0.09032276124072049
I16T-gNSC-r2-Tr-N14-VS-N70-W,0.3298416394453008,0.005295931385981574,0.28861762207728353,0.01538968906545141,0.2189269182409795,0.06862949712455663
I16U-gNSC-r1-Tr-N14-VS-N70-W,0.3056595182767866,0.010076688849428262,0.3996630752267155,0.0006088279378861316,0.49169913339891963,1.5415830182095798e-05
I16U-gNSC-r2-Tr-N14-VS-N70-W,0.28989849591020456,0.014919985371026689,0.3984802130213504,0.0006341454883487775,0.49258880572108055,1.4797747557816567e-05
I17T-gNSC-r1-Di-N14-VS-N70-W,0.373372548972018,0.0014546138203659642,0.43640704765370686,0.00015891491257465903,0.7210870267601139,1.9221107815216824e-12
I17T-gNSC-r2-Di-N14-VS-N70-W,0.4697709297735737,4.080714584416958e-05,0.4995452897499475,1.0703286042222532e-05,0.46383051644716977,5.252702145328085e-05
I17U-gNSC-r1-Di-N14-VS-N70-W,0.4540037090990125,7.895541044391705e-05,0.39980248244745725,0.0006059054978426081,0.3689183166148269,0.0016741659515332994
I17U-gNSC-r2-Di-N14-VS-N70-W,0.30134604548276334,0.01124240793217997,0.3847237741912796,0.0010074973111029795,0.29112883728904404,0.01448049192312368
I18T-gNSC-r1-In-N14-VS-N70-W,0.8279595717212149,9.584707707419795e-19,0.8188052591984151,4.759810380264602e-18,0.8301745805226168,6.412113770246889e-19
I18T-gNSC-r2-In-N14-VS-N70-W,0.8322453774413571,4.380279419229222e-19,0.8231185663489099,2.26268575320412e-18,0.841897843068842,6.906041112829153e-20
I18U-gNSC-r1-In-N14-VS-N70-W,0.8713596997994436,1.0330285220515914e-22,0.8757692093811993,3.401949386261574e-23,0.858469622189555,2.129859254289963e-21
I18U-gNSC-r2-In-N14-VS-N70-W,0.8425279834599374,6.095340332904389e-20,0.8665289102621301,3.3313179232120747e-22,0.8916452733465906,4.2627357860132735e-25
I19T-gNSC-r1-Tr-N14-VS-N70-W,0.008652782263542156,0.943324401544609,0.045959546220264935,0.705578239944422,-0.06850144518686735,0.5731167518920612
I19T-gNSC-r2-Tr-N14-VS-N70-W,0.04868561709586306,0.6889825005320378,0.052163161174139,0.668023434471285,0.19896079108195266,0.09869648106466165
I19U-gNSC-r1-Tr-N14-VS-N70-W,0.32146864406967757,0.006655534080216584,0.30504541374572336,0.010235942216295145,0.06494207694864022,0.5932547219155566
I19U-gNSC-r2-Tr-N14-VS-N70-W,0.3740277483720272,0.0014246064894505302,0.3482130046262473,0.0031373612829031353,0.04251209184727467,0.7267624416904028
I20T-gNSC-r1-In-N14-VS-N70-W,0.4390202666826394,0.0001435791829434652,0.44129140166547803,0.0001313701860362015,0.4296334601689368,0.00020594767825382262
I20T-gNSC-r2-In-N14-VS-N70-W,0.5091292161528764,6.770149588124161e-06,0.518213756084231,4.329206240723748e-06,0.5020014401698171,9.530351842521901e-06
I20U-gNSC-r1-In-N14-VS-N70-W,0.4097713442383318,0.0004271678033964828,0.41632144273790755,0.0003374903355649235,0.38048457870342295,0.0011573840868321316
I20U-gNSC-r2-In-N14-VS-N70-W,0.41632144273790755,0.0003374903355649235,0.4163171623918091,0.0003375428382441507,0.38048457870342295,0.0011573840868321316
I21T-gNSC-r1-Di-N14-VS-N70-W,0.20159483976731957,0.09422422553606122,0.223863536658343,0.062466158183023736,0.25229468508074815,0.03511260217778285
I21T-gNSC-r2-Di-N14-VS-N70-W,0.2578979110304485,0.031123992433354463,0.29089920152616633,0.01456166308548263,0.29539761781909324,0.013041051518428689
I21U-gNSC-r1-Di-N14-VS-N70-W,-0.21923825756103826,0.06822687847033196,-0.04994292184614626,0.6813767662132316,-0.04982455835407609,0.6820914408123
I21U-gNSC-r2-Di-N14-VS-N70-W,-0.042283943416066325,0.7281718264570864,-0.07595153609829274,0.5320248983612411,0.0280038750717065,0.8179956883581401
I22T-gNSC-r1-Tr-N14-VS-N70-W,0.23582272663722267,0.04937684655662151,0.15216977014801156,0.20855161557828067,0.15523402892244517,0.1994254198814025
I22T-gNSC-r2-Tr-N14-VS-N70-W,0.24507008814610853,0.040876532048821114,0.3048034754684508,0.010299281992528298,0.3879766181638756,0.0009046482938832727
I22U-gNSC-r1-Tr-N14-VS-N70-W,0.2260709760453636,0.0598589782771207,0.3407477067639507,0.0038956693681583463,0.26595628234066276,0.02605921082081103
I22U-gNSC-r2-Tr-N14-VS-N70-W,0.08081739631882902,0.5059985731146159,0.08329804831516781,0.4929869640782597,0.058626886662882904,0.6297414388265776
I23T-gNSC-r1-Di-N14-VS-N70-W,0.09626897513138369,0.42790293599865403,0.19658706224253839,0.10286713329526356,0.2436873655489846,0.04206452345317297
I23T-gNSC-r2-Di-N14-VS-N70-W,0.09766542706069765,0.4212005492374654,-0.005547753025730955,0.963644676773383,0.047374735975560175,0.6969451840970224
I23U-gNSC-r1-Di-N14-VS-N70-W,0.030817350426228067,0.8000718916796843,0.09376954826940254,0.44004944040182115,-0.02686732052171154,0.8252633550481746
I23U-gNSC-r2-Di-N14-VS-N70-W,-0.2045742363292406,0.0893587784694048,-0.08142399803797556,0.5028005708147968,-0.0146613722582055,0.9041159136001586
I24T-gNSC-r1-In-N14-VS-N70-W,0.460505041778626,6.0379007452717675e-05,0.46793020945048314,4.4149766869976883e-05,0.513895513480737,5.363035017715877e-06
I24T-gNSC-r2-In-N14-VS-N70-W,0.6714077615379292,1.9998111599669752e-10,0.6722998856195532,1.8543057476985972e-10,0.6398050369666002,2.481489887865753e-09
I24U-gNSC-r1-In-N14-VS-N70-W,-0.15103426965585104,0.21200745435940874,-0.1792332497120518,0.1376436288266874,0.3851644619045384,0.0009929702797776842
I24U-gNSC-r2-In-N14-VS-N70-W,0.015563795837470364,0.898244620212433,0.1033999579480123,0.3943163578919501,0.6197619112970438,1.0608323781831508e-08
I25T-gNSC-r1-Tr-N14-VS-N70-W,0.072182441224789,0.5526304784450746,0.06597078480005342,0.587402076197761,0.034313788804111726,0.7779407879204512
I25T-gNSC-r2-Tr-N14-VS-N70-W,0.04840227461081627,0.6907007917167067,0.05833718292869159,0.631437538238413,0.08037733735139803,0.5083250944193611
I25U-gNSC-r1-Tr-N14-VS-N70-W,0.12588674939128341,0.2990756220581051,0.151221143679617,0.21143594883119687,0.42318044668779176,0.00026232772861308536
I25U-gNSC-r2-Tr-N14-VS-N70-W,0.31377105741258,0.008166948907984025,0.286425964721853,0.016222917538747744,0.44722258188635033,0.00010385198303516066
I26T-gNSC-r1-Di-N14-VS-N70-W,0.42468607131407815,0.0002480349066092901,0.6030459128581823,3.3022111411198406e-08,0.5787308228750564,1.540093924911849e-07
I26T-gNSC-r2-Di-N14-VS-N70-W,0.5211539106747931,3.7355383377529603e-06,0.5151754694037958,5.034735232828711e-06,0.22758914949790574,0.058117629999883874
I26U-gNSC-r1-Di-N14-VS-N70-W,0.4409007683659343,0.00013339956620233846,0.42850415254861207,0.00021493133883225025,0.3139461403081798,0.008129486455015142
I26U-gNSC-r2-Di-N14-VS-N70-W,0.41808140264267907,0.00031652466923716384,0.4442950798397249,0.00011669029771855987,0.31265482616054213,0.008409359388800547
I27T-gNSC-r1-In-N14-VS-N70-W,0.43042643144028997,0.0001998470515724562,0.4368067600222678,0.00015647552212424463,0.43742677350751275,0.00015275974874263897
I27T-gNSC-r2-In-N14-VS-N70-W,0.45134616520572274,8.796899272159524e-05,0.44697393357537585,0.00010488951649611007,0.4454771472544383,0.00011133985996151603
I27U-gNSC-r1-In-N14-VS-N70-W,0.17276953049377736,0.15264623109963926,0.17276953049377736,0.15264623109963926,0.1618264213264024,0.18076635365207191
I27U-gNSC-r2-In-N14-VS-N70-W,0.46539381044415196,4.917267484913415e-05,0.4747093052733414,3.29633089975036e-05,0.4213789631285394,0.0002804192894705171
I28T-gNSC-r1-Di-N14-VS-N70-W,0.11033404087113326,0.363202504659228,0.1692511686605338,0.16130741631554638,0.0020031201597162187,0.9868693647340965
I28T-gNSC-r2-Di-N14-VS-N70-W,0.3047789665674784,0.010305717440402757,0.2919879534987998,0.014180263336635723,0.14624614890845566,0.22702439385619486
I28U-gNSC-r1-Di-N14-VS-N70-W,0.17616369347046534,0.14462334916250516,0.12866984385094515,0.288432849396315,0.10998679561788799,0.36472392892098804
I28U-gNSC-r2-Di-N14-VS-N70-W,0.13755254700579664,0.2561521175049687,0.027436853418826908,0.8216196216176402,0.09019175036604979,0.4577684007792244
I29T-gNSC-r1-Tr-N14-VS-N70-W,0.3554241768547868,0.0025327616012593007,0.35507752608376114,0.0025592488475364448,0.4549585871151144,7.593088896099099e-05
I29T-gNSC-r2-Tr-N14-VS-N70-W,0.222096344088525,0.06461890336105763,0.23152094113383043,0.0537985145053581,0.2647578509612387,0.026765151786225197
I29U-gNSC-r1-Tr-N14-VS-N70-W,0.13287979982428932,0.27281374919098,0.11324342604158691,0.3506083445361907,0.21363192450651275,0.07577381295942041
I29U-gNSC-r2-Tr-N14-VS-N70-W,0.40739401096609174,0.000464760584002253,0.41982812808739906,0.0002969015217218675,0.2665958339080827,0.0256889639816644
I30T-gNSC-r1-In-N14-VS-N70-W,0.35707247362269523,0.002410140691679304,0.362409266169367,0.0020487270692927015,0.28137212396067524,0.01829325744682678
I30T-gNSC-r2-In-N14-VS-N70-W,0.3888469154005713,0.0008787941012314607,0.40296888952407184,0.0005428702641009286,0.48581233074856,2.015199922709178e-05
I30U-gNSC-r1-In-N14-VS-N70-W,0.19728594171233862,0.10162521200768589,0.19486390448149518,0.10597963673541369,0.15130393186011387,0.21118311113629387
I30U-gNSC-r2-In-N14-VS-N70-W,0.12407436178002546,0.3061423571263031,0.11401923751864511,0.3472962965942198,0.1910106634324261,0.11320355516157576
