Source,ldh_spear,ldh_p,xdh_spear,xdh_p,xdx_spear,xdx_p
I01T-gNSC-r1-In-N14-VS-N70-W,0.7597116493913209,2.4486589514305532e-14,0.7546114193344007,4.560279299007628e-14,0.8040923539486512,5.223944910676542e-17
I01T-gNSC-r2-In-N14-VS-N70-W,0.7594014491839619,2.5441576374907865e-14,0.7640141817717162,1.431720733052528e-14,0.7850951789490842,8.67443468023318e-16
I01U-gNSC-r1-In-N14-VS-N70-W,0.3671571454752195,0.0017688948693634873,0.32450959957923714,0.006129878938991864,0.3507403732581108,0.0029122136154395234
I01U-gNSC-r2-In-N14-VS-N70-W,0.6746379483957128,1.5193646140317578e-10,0.5717942351624783,2.3362504294415215e-07,0.5105607898300195,6.314895282223645e-06
I02T-gNSC-r1-Tr-N14-VS-N70-W,0.02033658624041362,0.8672900301529256,0.007881863367753527,0.9483666739182767,0.22997576846786383,0.05546356256127953
I02T-gNSC-r2-Tr-N14-VS-N70-W,0.10761156312300225,0.37523488127712223,0.13277377999673434,0.2732000040869554,0.2473250595543184,0.038998835351824836
I02U-gNSC-r1-Tr-N14-VS-N70-W,0.2749361975910638,0.021253702501693703,0.30356926951334,0.01062773407992508,0.2280085556117397,0.05764389421951348
I02U-gNSC-r2-Tr-N14-VS-N70-W,0.25473560537749157,0.033325511136045136,0.24254053187471408,0.043071387759401274,0.3535920181982666,0.0026755812359382926
I03T-gNSC-r1-Di-N14-VS-N70-W,0.08499109344951729,0.4842082552846697,0.11914199159312874,0.32591771239367406,0.3189614772563556,0.007118308384706417
I03T-gNSC-r2-Di-N14-VS-N70-W,0.13223464059961265,0.2751698699516865,0.14268908868120594,0.23864994271140902,0.31820801011584565,0.0072627936640827
I03U-gNSC-r1-Di-N14-VS-N70-W,0.36405868905841904,0.001947307456876459,0.37712697262262573,0.001290089017725069,0.2595292557147181,0.03003685716879711
I03U-gNSC-r2-Di-N14-VS-N70-W,0.3831992256971511,0.0010592488680010238,0.4308865801040957,0.00019638350055600147,0.2222352990631331,0.06444749254214081
I04T-gNSC-r1-In-N14-VS-N70-W,-0.030306581231967358,0.8033184988499427,-0.02393134461174372,0.8441038265661601,0.20945994992840608,0.0818108009273418
I04T-gNSC-r2-In-N14-VS-N70-W,0.06254319196826226,0.6070031190715374,0.07838883135142195,0.5189059894543637,0.10996329925227312,0.3648270165958497
I04U-gNSC-r1-In-N14-VS-N70-W,0.15319943402251324,0.2054525658102412,-0.04756693804185136,0.6957756221494522,0.33057284584563823,0.005189758234718702
I04U-gNSC-r2-In-N14-VS-N70-W,-0.07485516895545034,0.5379792587187398,-0.11435850756863694,0.34585404276127996,0.13893349800228555,0.2513632775992937
I05T-gNSC-r1-Di-N14-VS-N70-W,0.6428959999915179,1.9647170525697144e-09,0.6434023092500306,1.8905109696834168e-09,0.67466557042168,1.5157765381716619e-10
I05T-gNSC-r2-Di-N14-VS-N70-W,0.6645825912790747,3.534320127772155e-10,0.6800464746099575,9.516711606356169e-11,0.7223321596362553,1.6891960168467568e-12
I05U-gNSC-r1-Di-N14-VS-N70-W,0.2887179621728602,0.015352439925859513,0.25897098090416343,0.030405245517074124,0.3051040312971463,0.010220647174027998
I05U-gNSC-r2-Di-N14-VS-N70-W,0.2509599905747023,0.0361231452792025,0.26222340261459065,0.028311375954879297,0.3034751964747851,0.010653138615029487
I06T-gNSC-r1-Tr-N14-VS-N70-W,0.3058652074349818,0.010023832696288346,0.30038904483375584,0.011516357412966383,0.5520001284859449,7.290137338565828e-07
I06T-gNSC-r2-Tr-N14-VS-N70-W,0.33208603843506435,0.004975992236468336,0.3223274346649492,0.006503213318614996,0.5266666951869392,2.82243583325098e-06
I06U-gNSC-r1-Tr-N14-VS-N70-W,0.19795776742367144,0.10044239939608829,0.18774164971752366,0.1196246159256377,0.28175360632712804,0.018129455185648534
I06U-gNSC-r2-Tr-N14-VS-N70-W,0.08883183274733586,0.46460462075116005,0.15366195258753995,0.20407119599528584,0.23733807854585437,0.047892120162122145
I07T-gNSC-r1-In-N14-VS-N70-W,0.5207195691171861,3.818155237673923e-06,0.5207195691171861,3.818155237673923e-06,0.46781172587922887,4.437338960754369e-05
I07T-gNSC-r2-In-N14-VS-N70-W,0.5211284232697696,3.740339709129968e-06,0.5211284232697696,3.740339709129968e-06,0.48431121869247296,2.155987809643128e-05
I07U-gNSC-r1-In-N14-VS-N70-W,0.3702343267277414,0.0016063865197334837,0.3702343267277414,0.0016063865197334837,0.3461109018938677,0.0033363059184800823
I07U-gNSC-r2-In-N14-VS-N70-W,0.4884929438995369,1.7848510839540864e-05,0.4962349994785273,1.2498064963108994e-05,0.5402519181180184,1.3846237150213205e-06
I08T-gNSC-r1-Di-N14-VS-N70-W,0.2854459967120341,0.016607846080086572,0.2760038109689193,0.0207360996872458,0.48759503846576974,1.8591273788568808e-05
I08T-gNSC-r2-Di-N14-VS-N70-W,0.30075580479501346,0.011410692350918997,0.29660520612133734,0.012657011663467518,0.47948077755114055,2.673588531236702e-05
I08U-gNSC-r1-Di-N14-VS-N70-W,0.3488785163793076,0.0030766184207534127,0.3695510739088328,0.0016412620083190784,0.3771454637768331,0.001289322060361586
I08U-gNSC-r2-Di-N14-VS-N70-W,0.3133733874919379,0.008252599918102196,0.34704297944987267,0.0032467478201712017,0.343291957041074,0.003620696054117291
I09T-gNSC-r1-Tr-N14-VS-N70-W,0.7386032217316505,2.9219614420853645e-13,0.7496379699734429,8.243118749334108e-14,0.7759763836600567,3.0275017436242862e-15
I09T-gNSC-r2-Tr-N14-VS-N70-W,0.7437849891541953,1.6258441204791e-13,0.7522691264885174,6.037106120339441e-14,0.7764596573056826,2.8376283857703544e-15
I09U-gNSC-r1-Tr-N14-VS-N70-W,0.12890085376532354,0.2875608139160454,0.1412722068654448,0.24339317743714434,0.18153410199263545,0.13258061181147954
I09U-gNSC-r2-Tr-N14-VS-N70-W,0.4278717895825638,0.0002201175221794589,0.48186523248043095,2.4051469060699682e-05,0.5821688935883566,1.2482066978474894e-07
I10T-gNSC-r1-In-N14-VS-N70-W,0.632732525634362,4.1930503268203075e-09,0.6402242572642436,2.404500648548424e-09,0.6227051439648015,8.625666964324298e-09
I10T-gNSC-r2-In-N14-VS-N70-W,0.6473971918034919,1.3917345973236597e-09,0.6530965554279299,8.919879302436421e-10,0.6105379530119055,2.0012981889435796e-08
I10U-gNSC-r1-In-N14-VS-N70-W,0.19834659870890872,0.09976274324954454,0.19834659870890872,0.09976274324954454,0.1356107968789647,0.2629899007699359
I10U-gNSC-r2-In-N14-VS-N70-W,0.5093961699996622,6.682993916714361e-06,0.5093961699996622,6.682993916714361e-06,0.17500166150764576,0.1473337102745478
I11T-gNSC-r1-Di-N14-VS-N70-W,0.20182809729969675,0.09383597070904115,0.27754215081694006,0.020009193864589044,0.12295608809330003,0.31055619290908704
I11T-gNSC-r2-Di-N14-VS-N70-W,0.2089003656268521,0.08264876803880855,0.2651752657990488,0.026517461281179856,0.1146991558807559,0.34440968993325105
I11U-gNSC-r1-Di-N14-VS-N70-W,0.11185114681305554,0.3566010915616392,-0.01921200452003784,0.8745675320521955,0.10094077512782355,0.4057187065606689
I11U-gNSC-r2-Di-N14-VS-N70-W,0.1500771217902229,0.2149517526600127,0.08741191423813591,0.47180131905549905,0.08380157306229549,0.4903674292914666
I12T-gNSC-r1-Tr-N14-VS-N70-W,0.4475763659250123,0.00010239206257811686,0.42012427198740077,0.00029368720005099855,0.6435371333531036,1.87120528377167e-09
I12T-gNSC-r2-Tr-N14-VS-N70-W,0.27312688773084626,0.02215602200301316,0.28985550747407834,0.014935546873303677,0.3811551667650256,0.0011324069206514243
I12U-gNSC-r1-Tr-N14-VS-N70-W,0.42053113680399845,0.00028932307192226775,0.4239449444233295,0.0002549786733179147,0.35915688650656924,0.00226269570450973
I12U-gNSC-r2-Tr-N14-VS-N70-W,0.3501072052435044,0.002967221828011854,0.40241244282158267,0.000553495690814135,0.36944675452864295,0.0016466463370262445
I13T-gNSC-r1-In-N14-VS-N70-W,0.3694958779962601,0.0016441089076168658,0.3694958779962601,0.0016441089076168658,0.404376288879107,0.0005168196980877554
I13T-gNSC-r2-In-N14-VS-N70-W,0.41523274958532436,0.0003510875140087789,0.41523274958532436,0.0003510875140087789,0.41953233798382633,0.00030014412508957934
