RespondentID,Purchased response?,Source,L1 Eng?,L1s,Other Ls,Country,Age,Gender,years Eng,Eng residence,1stOr2ndResponse,What is happening?
5117304379,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,USA 4 months,2,0
5117292872,no,NNSv2,No,Chinese,,China,20,male,10 years or more (or native speaker),,1,0
5117292872,no,NNSv2,No,Chinese,,China,20,male,10 years or more (or native speaker),,2,0
5117292473,no,NNSv2,No,Chinese,,China,18,male,10 years or more (or native speaker),USA 4 months  ,1,0
5117292473,no,NNSv2,No,Chinese,,China,18,male,10 years or more (or native speaker),USA 4 months  ,2,0
5117287627,no,NNSv2,No,Chinese,,China,19,male,5 - 6 years,,1,0
5117287627,no,NNSv2,No,Chinese,,China,19,male,5 - 6 years,,2,0
5117268301,no,NNSv2,No,Chinese,,China,18,male,10 years or more (or native speaker),,1,0
5117268301,no,NNSv2,No,Chinese,,China,18,male,10 years or more (or native speaker),,2,0
5117246945,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,No,1,0
5117246945,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,No,2,0
5117197154,no,NNSv2,No,Chinese,,China,18,female,3 - 4 years,USA 6 months,1,0
5117197154,no,NNSv2,No,Chinese,,China,18,female,3 - 4 years,USA 6 months,2,0
5117163574,no,NNSv2,No,Chinese,,China,19,female,6 - 8 years,USA 6 months,1,0
5117163574,no,NNSv2,No,Chinese,,China,19,female,6 - 8 years,USA 6 months,2,0
5117162282,no,NNSv2,No,Chinese ,,China,18,female,10 years or more (or native speaker),USA 2.5 years,1,0
5117162282,no,NNSv2,No,Chinese ,,China,18,female,10 years or more (or native speaker),USA 2.5 years,2,0
5117160840,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,uk 1 year,1,0
5117160840,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,uk 1 year,2,0
5117076514,no,NNSv2,No,Chinese,,China,20,female,5 - 6 years,USA 4 month,1,0
5117076514,no,NNSv2,No,Chinese,,China,20,female,5 - 6 years,USA 4 month,2,0
5117075302,no,NNSv2,No,Chinese,,brazil,18,female,6 - 8 years,USA 4 months,1,0
5117075302,no,NNSv2,No,Chinese,,brazil,18,female,6 - 8 years,USA 4 months,2,0
5117067086,no,NNSv2,No,Chinese,,China,18,male,6 - 8 years,USA 3 months,1,0
5117067086,no,NNSv2,No,Chinese,,China,18,male,6 - 8 years,USA 3 months,2,0
5117049228,no,NNSv2,No,Chinese ,,China,18,female,10 years or more (or native speaker),USA 1 year,1,0
5117049228,no,NNSv2,No,Chinese ,,China,18,female,10 years or more (or native speaker),USA 1 year,2,0
5117039716,no,NNSv2,No,Chinese,,China,20,male,8 - 10 years,None,1,0
5117039716,no,NNSv2,No,Chinese,,China,20,male,8 - 10 years,None,2,0
5117039566,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,USA 6 months,1,0
5117039566,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,USA 6 months,2,0
5116965703,no,NNSv2,No,"Burmese, Burmese (Chin)",,Burma (Myanmar),19,male,5 - 6 years,USA 6 years,1,0
5116965703,no,NNSv2,No,"Burmese, Burmese (Chin)",,Burma (Myanmar),19,male,5 - 6 years,USA 6 years,2,0
5116825442,no,NNSv2,No,Arabic,,Saudi Arabia,26,male,2 - 3 years,USA 5 years,1,0
5116825442,no,NNSv2,No,Arabic,,Saudi Arabia,26,male,2 - 3 years,USA 5 years,2,0
5116801365,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,UK (England) 1 year  ,1,0
5116801365,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,UK (England) 1 year  ,2,0
5116756326,no,NNSv2,No,Chinese (Mandarin),,China,18,female,8 - 10 years,none,1,0
5116756326,no,NNSv2,No,Chinese (Mandarin),,China,18,female,8 - 10 years,none,2,0
5116738692,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,USA 4 months,1,0
5116738692,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,USA 4 months,2,0
5116703543,no,NNSv2,No,"Chinese (Mandarin), Chinese (Cantonese), Chinese (Fujianese)",,China (Hong Kong),18,male,8 - 10 years,USA 3 years,1,0
5116703543,no,NNSv2,No,"Chinese (Mandarin), Chinese (Cantonese), Chinese (Fujianese)",,China (Hong Kong),18,male,8 - 10 years,USA 3 years,2,0
5194288670,no,NSv1,Yes,English,Spanish,USA,51,female,na,USA 45 years,1,A girl is getting a shot.
5194288670,no,NSv1,Yes,English,Spanish,USA,51,female,na,USA 45 years,2,A doctor is giving a shot to a little girl.
5193184118,no,NSv1,Yes,English,,USA,25,female,na,USA 25 years,1,The doctor is vaccinating the girl.
5193184118,no,NSv1,Yes,English,,USA,25,female,na,USA 25 years,2,The girl is becoming angry because she believes she will become autistic after being vaccinated.
5179366828,no,NSv1,Yes,English,,USA,52,male,na,"USA 52 years, UK (Britain) 4 months",1,The doctor is giving the girl a shot.
5179366828,no,NSv1,Yes,English,,USA,52,male,na,"USA 52 years, UK (Britain) 4 months",2,The girl is afraid of getting a shot.
5176667408,no,NSv1,Yes,English,German,USA,34,male,na,USA 34 ,1,The doctor is giving a little girl a shot.  
5176667408,no,NSv1,Yes,English,German,USA,34,male,na,USA 34 ,2,A little girl is scared to get her shot. 
5175318842,no,NSv1,Yes,English,Spanish,USA,41,female,na,USA 41 years,1,The girl is upset about getting a shot.
5175318842,no,NSv1,Yes,English,Spanish,USA,41,female,na,USA 41 years,2,She is being vaccinated. 
5175274588,no,NSv1,Yes,English,,USA,29,female,na,USA 29 years,1,The girl is about to get a shot.
5175274588,no,NSv1,Yes,English,,USA,29,female,na,USA 29 years,2,The doctor is going to give the girl a shot.
5174857939,no,NSv1,Yes,English,"Spanish, German",USA,23,male,na,USA 23 years,1,The doctor is giving the girl a shot.
5174857939,no,NSv1,Yes,English,"Spanish, German",USA,23,male,na,USA 23 years,2,The doctor is hoping to discover a cure for the zombie apocolypse using the girls blood.
5174821975,no,NSv1,Yes,English,,USA,35,male,na,,1,0
5174821975,no,NSv1,Yes,English,,USA,35,male,na,,2,0
5174820010,no,NSv1,Yes,English,,USA,30,other / prefer not to say,na,USA 30 years,1,The doctor is giving a shot.
5174820010,no,NSv1,Yes,English,,USA,30,other / prefer not to say,na,USA 30 years,2,The girl is getting her immunizations.
5169658846,no,NSv1,Yes,English,,USA,37,female,na,USA 37 years,1,The doctor is about to give a girl a shot.
5169658846,no,NSv1,Yes,English,,USA,37,female,na,USA 37 years,2,The doctor is going to administer a vaccine.
5168440976,no,NSv1,Yes,English,German,USA,40,male,na,"USA 39 years, UK (England) 1 year",1,The girl is getting a shot. 
5168440976,no,NSv1,Yes,English,German,USA,40,male,na,"USA 39 years, UK (England) 1 year",2,The doctor is giving the girl a shot. 
5167990844,no,NSv1,Yes,English,"Chinese (Mandarin),  French",USA,34,male,na,USA 28 years,1,A doctor is about to give a young girl an injection. 
5167990844,no,NSv1,Yes,English,"Chinese (Mandarin),  French",USA,34,male,na,USA 28 years,2,A young girl is plotting her escape from a doctor who is about to give her an injection. 
5167875278,no,NSv1,Yes,English,Japanese,USA,34,male,na,USA 34 years,1,The doctor is giving a shot.
5167875278,no,NSv1,Yes,English,Japanese,USA,34,male,na,USA 34 years,2,She is getting a shot.
5167718964,no,NSv1,Yes,English,,USA,36,female,na,,1,The doctor is giving the girl a shot. 
5167718964,no,NSv1,Yes,English,,USA,36,female,na,,2,The girl is upset she's getting a shot from the doctor. 
5167717026,no,NSv1,Yes,English,,USA,36,male,na,USA 36 years,1,A girl is receiving a shot from a doctor.
5167717026,no,NSv1,Yes,English,,USA,36,male,na,USA 36 years,2,The doctor is giving a patient a shot in the arm.
5167683969,no,NSv1,Yes,English,,USA,30,male,na,USA 30 years,1,A doctor gives a girl a shot. 
5167683969,no,NSv1,Yes,English,,USA,30,male,na,USA 30 years,2,A girl prepares to receive a shot. 
5154083233,no,NSv1,Yes,English,,USA,34,male,na,USA 34 years,1,A doctor is giving a girl a shot.
5154083233,no,NSv1,Yes,English,,USA,34,male,na,USA 34 years,2,A girl is receiving an injection from a doctor.
5176449044,no,NSv2,Yes,English,,USA,61,male,na,USA 61 years,1,0
5176449044,no,NSv2,Yes,English,,USA,61,male,na,USA 61 years,2,0
5175457051,no,NSv2,Yes,English,French,USA,59,female,na,"USA 53 years, UK (England) 3 years",1,0
5175457051,no,NSv2,Yes,English,French,USA,59,female,na,"USA 53 years, UK (England) 3 years",2,0
5174797368,no,NSv2,Yes,English,Spanish,USA,37,female,na,USA 37 years,1,0
5174797368,no,NSv2,Yes,English,Spanish,USA,37,female,na,USA 37 years,2,0
5174785877,no,NSv2,Yes,English,Spanish,USA,31,male,na,USA 31 years,1,0
5174785877,no,NSv2,Yes,English,Spanish,USA,31,male,na,USA 31 years,2,0
5170498002,no,NSv2,Yes,English,Spanish,USA,67,female,na,USA 67 years,1,0
5170498002,no,NSv2,Yes,English,Spanish,USA,67,female,na,USA 67 years,2,0
5169732986,no,NSv2,Yes,English,Spanish,USA,44,male,na,"USA 39 years, Ireland 1 year",1,0
5169732986,no,NSv2,Yes,English,Spanish,USA,44,male,na,"USA 39 years, Ireland 1 year",2,0
5169732947,no,NSv2,Yes,English,French,USA,58,female,na,USA 55 years,1,0
5169732947,no,NSv2,Yes,English,French,USA,58,female,na,USA 55 years,2,0
5169071370,no,NSv2,Yes,English,German,USA,27,male,na,USA 27 years,1,0
5169071370,no,NSv2,Yes,English,German,USA,27,male,na,USA 27 years,2,0
5165784214,no,NSv2,Yes,English,,USA,35,male,na,USA 35 years,1,0
5165784214,no,NSv2,Yes,English,,USA,35,male,na,USA 35 years,2,0
5154089547,no,NSv2,Yes,English,,USA,57,female,na,USA 57 years,1,0
5154089547,no,NSv2,Yes,English,,USA,57,female,na,USA 57 years,2,0
