RespondentID,Purchased response?,Source,L1 Eng?,L1s,Other Ls,Country,Age,Gender,years Eng,Eng residence,1stOr2ndResponse,What is happening?
5178071573,yes,NSv2pt2,No,,,,,,1 year or less,,1,0
5178071573,yes,NSv2pt2,No,,,,,,1 year or less,,2,0
5178070980,yes,NSv2pt2,Yes,,,USA,41,male,,USA 41 years,1,0
5178070980,yes,NSv2pt2,Yes,,,USA,41,male,,USA 41 years,2,0
5178070751,yes,NSv2pt2,Yes,,,USA,28,female,,USA 28 years,1,0
5178070751,yes,NSv2pt2,Yes,,,USA,28,female,,USA 28 years,2,0
5178067564,yes,NSv2pt2,Yes,,Spanish ,USA ,27,female,,USA ,1,0
5178067564,yes,NSv2pt2,Yes,,Spanish ,USA ,27,female,,USA ,2,0
5178064635,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,1,0
5178064635,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,2,0
5178061369,yes,NSv2pt2,Yes,,,USA ,23,male,,,1,0
5178061369,yes,NSv2pt2,Yes,,,USA ,23,male,,,2,0
5178059631,yes,NSv2pt2,Yes,,Spanish,USA,22,female,,USA 22 years,1,0
5178059631,yes,NSv2pt2,Yes,,Spanish,USA,22,female,,USA 22 years,2,0
5178059236,yes,NSv2pt2,Yes,,,USA  ,54,female,,USA 54 years,1,0
5178059236,yes,NSv2pt2,Yes,,,USA  ,54,female,,USA 54 years,2,0
5178058638,yes,NSv2pt2,Yes,,,USA,40,female,,USA 40 years,1,0
5178058638,yes,NSv2pt2,Yes,,,USA,40,female,,USA 40 years,2,0
5178057388,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,1,0
5178057388,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,2,0
5178056447,yes,NSv2pt2,Yes,,Spanish,USA,27,female,,USA,1,0
5178056447,yes,NSv2pt2,Yes,,Spanish,USA,27,female,,USA,2,0
5178056096,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,1,0
5178056096,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,2,0
5178055754,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,1,0
5178055754,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,2,0
5178052334,yes,NSv2pt2,Yes,,,USA,34,female,,USA 34 years,1,0
5178052334,yes,NSv2pt2,Yes,,,USA,34,female,,USA 34 years,2,0
5178049586,yes,NSv2pt2,Yes,,,USA,56,female,,USA 56 years,1,0
5178049586,yes,NSv2pt2,Yes,,,USA,56,female,,USA 56 years,2,0
5178044178,yes,NSv2pt2,Yes,,,USA,39,female,,USA 39 years,1,0
5178044178,yes,NSv2pt2,Yes,,,USA,39,female,,USA 39 years,2,0
5178043722,yes,NSv2pt2,Yes,,,USA,61,male,,USA,1,0
5178043722,yes,NSv2pt2,Yes,,,USA,61,male,,USA,2,0
5178042913,yes,NSv2pt2,Yes,,,USA,31,female,,none,1,0
5178042913,yes,NSv2pt2,Yes,,,USA,31,female,,none,2,0
5178037772,yes,NSv2pt2,Yes,,,USA,32,male,,USA 32 years,1,0
5178037772,yes,NSv2pt2,Yes,,,USA,32,male,,USA 32 years,2,0
5178032986,yes,NSv2pt2,Yes,,,USA,25,male,,USA 25 years,1,0
5178032986,yes,NSv2pt2,Yes,,,USA,25,male,,USA 25 years,2,0
5178032558,yes,NSv2pt2,Yes,,,USA,53,female,,USA 53 years,1,0
5178032558,yes,NSv2pt2,Yes,,,USA,53,female,,USA 53 years,2,0
5178032505,yes,NSv2pt2,Yes,,,USA,44,female,,,1,0
5178032505,yes,NSv2pt2,Yes,,,USA,44,female,,,2,0
5178031876,yes,NSv2pt2,No,,,Mexico,18,female,10 years or more,USA,1,0
5178031876,yes,NSv2pt2,No,,,Mexico,18,female,10 years or more,USA,2,0
5178030433,yes,NSv2pt2,Yes,,,USA,66,female,,USA 66 years,1,0
5178030433,yes,NSv2pt2,Yes,,,USA,66,female,,USA 66 years,2,0
5122324005,no,NNSv1,No,Chinese,,China,18,female,4 - 5 years,USA 6 months,1,The little girl is suffering a terrible thing.
5122324005,no,NNSv1,No,Chinese,,China,18,female,4 - 5 years,USA 6 months,2,0
5122319759,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 1 year,1,The doctor will give the girl a shot.
5122319759,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 1 year,2,0
5122318344,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,None,1,A doctor is going to help a girl.
5122318344,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,None,2,0
5122254650,no,NNSv1,No,German,,Germany,19,female,8 - 10 years,,1,The doctor is giving the girl a shot.
5122254650,no,NNSv1,No,German,,Germany,19,female,8 - 10 years,,2,0
5122220519,no,NNSv1,No,Spanish,,Mexico,20,male,10 years or more (or native speaker),USA 3 years,1,the doctor is going to vaccinate the girl
5122220519,no,NNSv1,No,Spanish,,Mexico,20,male,10 years or more (or native speaker),USA 3 years,2,0
5122213899,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,,1,A doctor is going to cure the girl.
5122213899,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,,2,0
5122213789,no,NNSv1,No,Chinese,,China,19,,10 years or more (or native speaker),USA 4 years,1,This little girl hate to get the shoot but she have to.
5122213789,no,NNSv1,No,Chinese,,China,19,,10 years or more (or native speaker),USA 4 years,2,0
5122208454,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,,1,The girl is little bit nervous about treatment from the doctor.
5122208454,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,,2,0
5122151555,no,NNSv1,No,Chinese,,China,20,,4 - 5 years,USA 4 years,1,A male doctor is going to cure one girl.
5122151555,no,NNSv1,No,Chinese,,China,20,,4 - 5 years,USA 4 years,2,0
5122035535,no,NNSv1,No,Chinese,,China,18,male,6 - 8 years,None,1,A doctor is going to give a injection to a girl.
5122035535,no,NNSv1,No,Chinese,,China,18,male,6 - 8 years,None,2,0
5121276566,no,NNSv1,No,Chinese,,China,18,male,1 - 2 years,USA 6 months,1,The little girl is scared by the doctor.
5121276566,no,NNSv1,No,Chinese,,China,18,male,1 - 2 years,USA 6 months,2,0
5121271633,no,NNSv1,No,Chinese (Mandarin),,China,21,male,3 - 4 years,USA 2 years,1,The doctor try to heals the little girl.
5121271633,no,NNSv1,No,Chinese (Mandarin),,China,21,male,3 - 4 years,USA 2 years,2,0
5121263656,no,NNSv1,No,Chinese,,China,18,male,6 - 8 years,USA 6 months,1,A doctor is healing a girl.
5121263656,no,NNSv1,No,Chinese,,China,18,male,6 - 8 years,USA 6 months,2,0
5121257002,no,NNSv1,No,Chinese,,China,18,female,4 - 5 years,USA  6 months,1,A doctor is giving medical care to a girl.
5121257002,no,NNSv1,No,Chinese,,China,18,female,4 - 5 years,USA  6 months,2,0
5121255777,no,NNSv1,No,Chinese,,China (ShanDingDong People),19,female,8 - 10 years,USA 3 months,1,A girl is looking the doctor.
5121255777,no,NNSv1,No,Chinese,,China (ShanDingDong People),19,female,8 - 10 years,USA 3 months,2,0
5121200462,no,NNSv1,No,Chinese,,China,19,male,4 - 5 years,USA 4 years,1,A doctor is about to inject something into a girl's body.
5121200462,no,NNSv1,No,Chinese,,China,19,male,4 - 5 years,USA 4 years,2,0
5121197690,no,NNSv1,No,Chinese,,China,20,female,8 - 10 years,USA 3 months,1,The girl is being injected.
5121197690,no,NNSv1,No,Chinese,,China,20,female,8 - 10 years,USA 3 months,2,0
5121196985,no,NNSv1,No,Chinese,,China,20,male,10 years or more (or native speaker),USA 4 months,1,The doctor is going to insert the girl.
5121196985,no,NNSv1,No,Chinese,,China,20,male,10 years or more (or native speaker),USA 4 months,2,0
5121066253,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,1,The doctor is giving the girl a injection.
5121066253,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,2,0
5121065562,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),USA 4 years,1,The doctor is giving the girl a shoot.
5121065562,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),USA 4 years,2,0
5121064405,no,NNSv1,No,Chinese,,China,19,female,3 - 4 years,USA 1 year,1,The doctor is trying to help the girl. 
5121064405,no,NNSv1,No,Chinese,,China,19,female,3 - 4 years,USA 1 year,2,0
5121055649,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,USA 6 months,1,The doctor is taking a medicine for the girl. 
5121055649,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,USA 6 months,2,0
5121054862,no,NNSv1,No,Chinese,,,18,female,6 - 8 years,USA 4 months,1,The girl is getting the injection.
5121054862,no,NNSv1,No,Chinese,,,18,female,6 - 8 years,USA 4 months,2,0
5121054605,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,1,The girl is getting immunization from the doctor.
5121054605,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,2,0
5121052927,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 1 year,1,The girl is taking the medicine from the needle by the doctor.
5121052927,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 1 year,2,0
5121044577,no,NNSv1,No,Chinese,,China,18,male,5 - 6 years,USA 4 months,1,The girl is taking an antidote shot for a virus. 
5121044577,no,NNSv1,No,Chinese,,China,18,male,5 - 6 years,USA 4 months,2,0
5120971408,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,,1,The doctor is giving the therapy to a girl.
5120971408,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,,2,0
5120950285,no,NNSv1,No,Korean,,Korea,18,,5 - 6 years,None,1,A girl is being nervous before she gets a shot.
5120950285,no,NNSv1,No,Korean,,Korea,18,,5 - 6 years,None,2,0
5120948811,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 4 years,1,A girl is taking injector by a doctor.
5120948811,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 4 years,2,0
5120904932,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 5 years,1,The girl is getting a shot from a doctor. 
5120904932,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 5 years,2,0
5120884078,no,NNSv1,No,Chinese,,China  ,19,female,1 - 2 years,,1,the man is injecting the medicine
5120884078,no,NNSv1,No,Chinese,,China  ,19,female,1 - 2 years,,2,0
5120792159,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 2 years,1,"The girl is not happy with the doctor, who is going to give her a shoot. "
5120792159,no,NNSv1,No,Chinese,,China,19,female,8 - 10 years,USA 2 years,2,0
5120710511,no,NNSv1,No,Chinese,,China,18,male,8 - 10 years,,1,A doctor is trying to help a little girl with her ill.
5120710511,no,NNSv1,No,Chinese,,China,18,male,8 - 10 years,,2,0
5120676632,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,1,The doctor is injecting a shoot to the little girl.
5120676632,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,2,0
5120621394,no,NNSv1,No,HINDI,,India,19,female,10 years or more (or native speaker),USA 4 months,1,The doctor is giving an injection to the girl.
5120621394,no,NNSv1,No,HINDI,,India,19,female,10 years or more (or native speaker),USA 4 months,2,0
5120599398,no,NNSv1,No,Chinese,,China,19,male,4 - 5 years,,1,A doctor is healing a girl
5120599398,no,NNSv1,No,Chinese,,China,19,male,4 - 5 years,,2,0
5120588584,no,NNSv1,No,Chinese,,China,17,female,10 years or more (or native speaker),USA 2 years,1,The doctor is about is give shot to the girl.
5120588584,no,NNSv1,No,Chinese,,China,17,female,10 years or more (or native speaker),USA 2 years,2,0
5120555749,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 4 years,1,the doctor is giving a shoot to the girl.
5120555749,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 4 years,2,0
5120524514,no,NNSv1,No,Chinese,,China,19,male,3 - 4 years,USA 3.5 years,1,A doctor is giving a shot to a girl.
5120524514,no,NNSv1,No,Chinese,,China,19,male,3 - 4 years,USA 3.5 years,2,0
5120517311,no,NNSv1,No,Chinese,,China,18,male,10 years or more (or native speaker),"Australia 1 month, USA 4 months",1,The man is holding a girl's arm with a pin.
5120517311,no,NNSv1,No,Chinese,,China,18,male,10 years or more (or native speaker),"Australia 1 month, USA 4 months",2,0
5120495997,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,none,1,The doctor is treating the girl.
5120495997,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,none,2,0
5118982249,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,1,A doctor is giving the injection for a girl.
5118982249,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,,2,0
5118956587,no,NNSv1,No,Gujarati,,India,18,male,10 years or more (or native speaker),Taiwan,1,The doctor is vaccinating the girl.
5118956587,no,NNSv1,No,Gujarati,,India,18,male,10 years or more (or native speaker),Taiwan,2,0
5118893738,no,NNSv1,No,Chinese,,Taiwan,20,female,8 - 10 years,none,1,the doctor is giving a injection to the girl.
5118893738,no,NNSv1,No,Chinese,,Taiwan,20,female,8 - 10 years,none,2,0
5118860127,no,NNSv1,No,Chinese,,China,18,male,4 - 5 years,,1,The doctor is injecting something to a girl.
5118860127,no,NNSv1,No,Chinese,,China,18,male,4 - 5 years,,2,0
5118851978,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,none,1,The doctor is paining for a girl. 
5118851978,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,none,2,0
5118794365,no,NNSv1,No,Chinese,,China,19,,4 - 5 years,USA 4 years,1,The doctor is preparing to inject medicine into the girl
5118794365,no,NNSv1,No,Chinese,,China,19,,4 - 5 years,USA 4 years,2,0
5118793514,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,USA 3 months,1,This girl is required to injected by a doctor.
5118793514,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,USA 3 months,2,0
5118733755,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,None,1,A girl is injected by a doctor.
5118733755,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,None,2,0
5118717261,no,NNSv1,No,Chinese ,,China ,18,male,3 - 4 years,USA 3 years ,1,A doctor is giving s shot to a girl 
5118717261,no,NNSv1,No,Chinese ,,China ,18,male,3 - 4 years,USA 3 years ,2,0
5118717036,no,NNSv1,No,Chinese,,China,17,female,5 - 6 years,,1,The doctor is giving the girl a shot.
5118717036,no,NNSv1,No,Chinese,,China,17,female,5 - 6 years,,2,0
5118697126,no,NNSv1,No,Chinese,,China,19,male,5 - 6 years,USA 4 years,1,The man is treating the little girl
5118697126,no,NNSv1,No,Chinese,,China,19,male,5 - 6 years,USA 4 years,2,0
5118647597,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,No,1,The man is giving the girl a vaccine.
5118647597,no,NNSv1,No,Chinese,,China,18,female,5 - 6 years,No,2,0
5118627630,no,NNSv1,No,Chinese,,China,19,male,5 - 6 years,USA 4 years,1,The girl is fearing the doctor's medic shoot.
5118627630,no,NNSv1,No,Chinese,,China,19,male,5 - 6 years,USA 4 years,2,0
5117283530,no,NNSv1,No,Chinese,,China,19,female,10 years or more (or native speaker),,1,The doctor is helping the girl get better soon.
5117283530,no,NNSv1,No,Chinese,,China,19,female,10 years or more (or native speaker),,2,0
5117256553,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,None,1,A girl is getting vaccine from a doctor.
5117256553,no,NNSv1,No,Chinese,,China,18,female,6 - 8 years,None,2,0
5117224195,no,NNSv1,No,Chineses,,China,17,female,8 - 10 years,USA 4 months,1,the doctor is about to inject a girl in red dress. 
5117224195,no,NNSv1,No,Chineses,,China,17,female,8 - 10 years,USA 4 months,2,0
5117186096,no,NNSv1,No,Chinese,,China,19,female,10 years or more (or native speaker),,1,The girl is trying to not cry.
5117186096,no,NNSv1,No,Chinese,,China,19,female,10 years or more (or native speaker),,2,0
5117157283,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),USA 3 months,1,A girl is seeing a doctor.
5117157283,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),USA 3 months,2,0
5117079942,no,NNSv1,No,Chinese,,China,18,male,8 - 10 years,USA 4 years,1,the doctor is giving a flue shot to a little girl.
5117079942,no,NNSv1,No,Chinese,,China,18,male,8 - 10 years,USA 4 years,2,0
5117050687,no,NNSv1,No,"Chinese, English",,China,18,female,8 - 10 years,"UK 6 months, USA 2 years",1,The doctor is preparing for a injection of a girl.
5117050687,no,NNSv1,No,"Chinese, English",,China,18,female,8 - 10 years,"UK 6 months, USA 2 years",2,0
5117049523,no,NNSv1,No,Chinese,,China,17,female,4 - 5 years,,1,The doctor will give a vaccine to the girl.
5117049523,no,NNSv1,No,Chinese,,China,17,female,4 - 5 years,,2,0
5117049359,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 4 months,1,The girl is ready for the injection and she feels nervous. 
5117049359,no,NNSv1,No,Chinese,,China,18,female,8 - 10 years,USA 4 months,2,0
5117046245,no,NNSv1,No,Chinese,,Beijing,18,female,4 - 5 years,,1,The doctor is helping the girl to fix her ill.
5117046245,no,NNSv1,No,Chinese,,Beijing,18,female,4 - 5 years,,2,0
5117046222,no,NNSv1,No,Chinese,,China,18,female,3 - 4 years,,1,The girl is preparing to get vaccine. 
5117046222,no,NNSv1,No,Chinese,,China,18,female,3 - 4 years,,2,0
5116920410,no,NNSv1,No,"Korean, English",,South Korea,19,male,5 - 6 years,"USA 2 years, Singapore 2.5 years",1,A girl is about to get a shot by the doctor
5116920410,no,NNSv1,No,"Korean, English",,South Korea,19,male,5 - 6 years,"USA 2 years, Singapore 2.5 years",2,0
5116852624,no,NNSv1,No,Chinese,,China,19,male,3 - 4 years,USA 1 year,1,the doctor is injection to his patient 
5116852624,no,NNSv1,No,Chinese,,China,19,male,3 - 4 years,USA 1 year,2,0
5116818520,no,NNSv1,No,Thai,,Thailand,18,male,4 - 5 years,,1,The girl is getting an injection from a doctor.
5116818520,no,NNSv1,No,Thai,,Thailand,18,male,4 - 5 years,,2,0
5116684093,no,NNSv1,No,Chinese,,Chinese,18,female,4 - 5 years,USA 1year,1,the doctor is giving the injection
5116684093,no,NNSv1,No,Chinese,,Chinese,18,female,4 - 5 years,USA 1year,2,0
5116684016,no,NNSv1,No,Chinese,,China,19,female,5 - 6 years,USA 3 years,1,The doctor is giving a shoot to a girl.
5116684016,no,NNSv1,No,Chinese,,China,19,female,5 - 6 years,USA 3 years,2,0
5116683677,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),,1,The girl is getting shot from the doctor.
5116683677,no,NNSv1,No,Chinese,,China,18,female,10 years or more (or native speaker),,2,0
5122403472,no,NNSv2,No,Korean,,South Korea,20,,5 - 6 years,None,1,0
5122403472,no,NNSv2,No,Korean,,South Korea,20,,5 - 6 years,None,2,0
5122339137,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,,1,0
5122339137,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,,2,0
5122267390,no,NNSv2,No,Chinese,,China,17,male,5 - 6 years,USA 3 years,1,0
5122267390,no,NNSv2,No,Chinese,,China,17,male,5 - 6 years,USA 3 years,2,0
5122264918,no,NNSv2,No,"English, Hindi, Gujarati",,India,18,female,10 years or more (or native speaker),USA 5 months,1,0
5122264918,no,NNSv2,No,"English, Hindi, Gujarati",,India,18,female,10 years or more (or native speaker),USA 5 months,2,0
5122238755,no,NNSv2,No,Chinese,,China,21,female,10 years or more (or native speaker),USA 2 years,1,0
5122238755,no,NNSv2,No,Chinese,,China,21,female,10 years or more (or native speaker),USA 2 years,2,0
5122196677,no,NNSv2,No,Korean,,South Korea,19,,8 - 10 years,,1,0
5122196677,no,NNSv2,No,Korean,,South Korea,19,,8 - 10 years,,2,0
5122154004,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,"Singapore 6 months, USA 3 years",1,0
5122154004,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,"Singapore 6 months, USA 3 years",2,0
5122150305,no,NNSv2,No,"Chinese (Mandarin), Chinese (Sichuanese), English",,China,19,male,6 - 8 years,USA 5 months,1,0
5122150305,no,NNSv2,No,"Chinese (Mandarin), Chinese (Sichuanese), English",,China,19,male,6 - 8 years,USA 5 months,2,0
5122147615,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,,1,0
5122147615,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,,2,0
5122141700,no,NNSv2,No,Chinese,,China,20,female,8 - 10 years,USA 3 months,1,0
5122141700,no,NNSv2,No,Chinese,,China,20,female,8 - 10 years,USA 3 months,2,0
5122041816,no,NNSv2,No,Chinese,,China,19,female,4 - 5 years,USA 4 months,1,0
5122041816,no,NNSv2,No,Chinese,,China,19,female,4 - 5 years,USA 4 months,2,0
5121274781,no,NNSv2,No,Chinese,,China,20,male,1 year or less,USA 1 YEAR,1,0
5121274781,no,NNSv2,No,Chinese,,China,20,male,1 year or less,USA 1 YEAR,2,0
5121274279,no,NNSv2,No,"Chinese, English",,China,19,male,6 - 8 years,USA 3 months ,1,0
5121274279,no,NNSv2,No,"Chinese, English",,China,19,male,6 - 8 years,USA 3 months ,2,0
5121271407,no,NNSv2,No,Chinese,,China,20,male,4 - 5 years,,1,0
5121271407,no,NNSv2,No,Chinese,,China,20,male,4 - 5 years,,2,0
5121257823,no,NNSv2,No,Chinese,,China,19,,4 - 5 years,USA 2 years,1,0
5121257823,no,NNSv2,No,Chinese,,China,19,,4 - 5 years,USA 2 years,2,0
5121256373,no,NNSv2,No,Chinese,,China,18,female,4 - 5 years,USA 6 months,1,0
5121256373,no,NNSv2,No,Chinese,,China,18,female,4 - 5 years,USA 6 months,2,0
5121255867,no,NNSv2,No,Chinese,,China,18,female,5 - 6 years,USA 2 years,1,0
5121255867,no,NNSv2,No,Chinese,,China,18,female,5 - 6 years,USA 2 years,2,0
5121255677,no,NNSv2,No,Chinese,,China,19,female,10 years or more (or native speaker),USA 2 years,1,0
5121255677,no,NNSv2,No,Chinese,,China,19,female,10 years or more (or native speaker),USA 2 years,2,0
5121247171,no,NNSv2,No,Chineses,,China,18,female,4 - 5 years,USA 4 months,1,0
5121247171,no,NNSv2,No,Chineses,,China,18,female,4 - 5 years,USA 4 months,2,0
5121228919,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,USA 4 months,1,0
5121228919,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,USA 4 months,2,0
5121225661,no,NNSv2,No,"Chinese, English",,China,19,female,8 - 10 years,none,1,0
5121225661,no,NNSv2,No,"Chinese, English",,China,19,female,8 - 10 years,none,2,0
5121203334,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,USA 3 months,1,0
5121203334,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,USA 3 months,2,0
5121203285,no,NNSv2,No,Chinese,,China,18,,8 - 10 years,USA 6 months,1,0
5121203285,no,NNSv2,No,Chinese,,China,18,,8 - 10 years,USA 6 months,2,0
5121197358,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 6 months,1,0
5121197358,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 6 months,2,0
5121091813,no,NNSv2,No,Chinese,,China,19,male,10 years or more (or native speaker),"USA 1 year, UK 1 year",1,0
5121091813,no,NNSv2,No,Chinese,,China,19,male,10 years or more (or native speaker),"USA 1 year, UK 1 year",2,0
5120913393,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,,1,0
5120913393,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,,2,0
5120905417,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,None,1,0
5120905417,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,None,2,0
5120869272,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,USA 2 years,1,0
5120869272,no,NNSv2,No,Chinese,,China,18,female,6 - 8 years,USA 2 years,2,0
5120867943,no,NNSv2,No,Chinese,,China,19,male,5 - 6 years,USA 3 years,1,0
5120867943,no,NNSv2,No,Chinese,,China,19,male,5 - 6 years,USA 3 years,2,0
5120832113,no,NNSv2,No,Chinese,,China,20,male,6 - 8 years,USA 3 years,1,0
5120832113,no,NNSv2,No,Chinese,,China,20,male,6 - 8 years,USA 3 years,2,0
5120787566,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,None,1,0
5120787566,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,None,2,0
5120759056,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,USA 6 months,1,0
5120759056,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,USA 6 months,2,0
5120735232,no,NNSv2,No,"Burmese (Chin), Burmese (Zophei)",,Burma,19,male,6 - 8 years,USA 6 years,1,0
5120735232,no,NNSv2,No,"Burmese (Chin), Burmese (Zophei)",,Burma,19,male,6 - 8 years,USA 6 years,2,0
5120691484,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 5 months,1,0
5120691484,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 5 months,2,0
5120690444,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,,1,0
5120690444,no,NNSv2,No,Chinese,,China,19,male,8 - 10 years,,2,0
5120644945,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,None,1,0
5120644945,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,None,2,0
5120617955,no,NNSv2,No,"Burmese (Mizo), Burmese (Zophei)",,Burma,19,,5 - 6 years,USA 5 years,1,0
5120617955,no,NNSv2,No,"Burmese (Mizo), Burmese (Zophei)",,Burma,19,,5 - 6 years,USA 5 years,2,0
5120612433,no,NNSv2,No,Chinese,,China,19,male,10 years or more (or native speaker),None,1,0
5120612433,no,NNSv2,No,Chinese,,China,19,male,10 years or more (or native speaker),None,2,0
5120588026,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,,1,0
5120588026,no,NNSv2,No,Chinese,,China,18,female,8 - 10 years,,2,0
5120587277,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,,1,0
5120587277,no,NNSv2,No,Chinese,,China,19,female,8 - 10 years,,2,0
5118956291,no,NNSv2,No,Vietnamese,,Vietnam,19,male,3 - 4 years,USA 4 years,1,0
5118956291,no,NNSv2,No,Vietnamese,,Vietnam,19,male,3 - 4 years,USA 4 years,2,0
5118948301,no,NNSv2,No,Chinese,,China,19,male,3 - 4 years,USA 6 months,1,0
5118948301,no,NNSv2,No,Chinese,,China,19,male,3 - 4 years,USA 6 months,2,0
5118734377,no,NNSv2,No,Chinese,,China,21,female,6 - 8 years,USA 4 mouths,1,0
5118734377,no,NNSv2,No,Chinese,,China,21,female,6 - 8 years,USA 4 mouths,2,0
5118627573,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 1 year,1,0
5118627573,no,NNSv2,No,Chinese,,China,18,male,8 - 10 years,USA 1 year,2,0
5118627171,no,NNSv2,No,Chinese,,China,19,,6 - 8 years,,1,0
5118627171,no,NNSv2,No,Chinese,,China,19,,6 - 8 years,,2,0
5118617449,no,NNSv2,No,Chinese,,China,18,male,6 - 8 years,USA 1 month,1,0
5118617449,no,NNSv2,No,Chinese,,China,18,male,6 - 8 years,USA 1 month,2,0
5117304927,no,NNSv2,No,Bahasa (Indonesian),,Indonesia,19,male,8 - 10 years,Singapore 1 month,1,0
5117304927,no,NNSv2,No,Bahasa (Indonesian),,Indonesia,19,male,8 - 10 years,Singapore 1 month,2,0
5117304721,no,NNSv2,No,Chinese,,China,20,male,5 - 6 years,USA 3 years,1,0
5117304721,no,NNSv2,No,Chinese,,China,20,male,5 - 6 years,USA 3 years,2,0
5117304379,no,NNSv2,No,Chinese,,China,18,male,5 - 6 years,USA 4 months,1,0
